"","year","journal","title","keywords","abstract"
"ISI:000390132900032","2016","MBIO","Redefining the Chronic-Wound Microbiome: Fungal Communities Are   Prevalent, Dynamic, and Associated with Delayed Healing"," DIABETIC FOOT ULCERS; INTERNAL TRANSCRIBED SPACER; SKIN MICROBIOME;   MOLECULAR-IDENTIFICATION; BIOFILM FORMATION; DIVERSITY; DISEASE;   BACTERIA; INFECTIONS; MYCOBIOME ;","Chronic nonhealing wounds have been heralded as a silent epidemic,   causing significant morbidity and mortality especially in elderly,   diabetic, and obese populations. Polymicrobial biofilms in the wound bed   are hypothesized to disrupt the highly coordinated and sequential events   of cutaneous healing. Both culture-dependent and -independent studies of   the chronic-wound microbiome have almost exclusively focused on   bacteria, omitting what we hypothesize are important fungal   contributions to impaired healing and the development of complications.   Here we show for the first time that fungal communities (the mycobiome)   in chronic wounds are predictive of healing time, associated with poor   outcomes, and form mixed fungal-bacterial biofilms. We longitudinally   profiled 100, nonhealing diabetic-foot ulcers with high-throughput   sequencing of the pan-fungal internal transcribed spacer 1 (ITS1) locus,   estimating that up to 80\% of wounds contain fungi, whereas cultures   performed in parallel captured only 5\% of colonized wounds. The   ``mycobiome'' was highly heterogeneous over time and between subjects.   Fungal diversity increased with antibiotic administration and onset of a   clinical complication. The proportions of the phylum Ascomycota were   significantly greater (P = 0.015) at the beginning of the study in   wounds that took >8 weeks to heal. Wound necrosis was distinctly   associated with pathogenic fungal species, while taxa identified as   allergenic filamentous fungi were associated with low levels of systemic   inflammation. Directed culturing of wounds stably colonized by pathogens   revealed that interkingdom biofilms formed between yeasts and coisolated   bacteria. Combined, our analyses provide enhanced resolution of the   mycobiome during impaired wound healing, its role in chronic disease,   and impact on clinical outcomes.   IMPORTANCE Wounds are an underappreciated but serious complication for a   diverse spectrum of diseases. High-risk groups, such as persons with   diabetes, have a 25\% lifetime risk of developing a wound that can   become chronic. The majority of microbiome research related to chronic   wounds is focused on bacteria, but the association of fungi with   clinical outcomes remains to be elucidated. Here we describe the dynamic   fungal communities in 100 diabetic patients with foot ulcers. We found   that communities are unstable over time, but at the first clinical   presentation, the relative proportions of different phyla predict   healing times. Pathogenic fungi not identified by culture reside in   necrotic wounds and are associated with a poor prognosis. In wounds   stably colonized by fungi, we identified yeasts capable of forming   biofilms in concert with bacteria. Our findings illuminate the   associations of the fungal mycobiome with wound prognosis and healing."
"ISI:000380961200011","2016","NEW PHYTOLOGIST","Habitat conditions and phenological tree traits overrule the influence   of tree genotype in the needle mycobiome-Picea glauca system at an   arctic treeline ecotone","biodiversity; Illumina high-throughput sequencing; internal transcribed   spacer (ITS) rDNA; metabarcoding; microsatellites; needle-inhabiting   fungal phytobiome; plant-fungus interactions; tree phenotypic plasticity PHYLLOSPHERE FUNGAL ASSEMBLAGES; SPECIES ABUNDANCE DISTRIBUTIONS; SOIL   MICROBIAL COMMUNITIES; NORWAY SPRUCE; ENDOPHYTE COMMUNITIES; PHENOTYPIC   PLASTICITY; WARMING ALTERS; WHITE SPRUCE; RANGE SHIFTS; ABIES CLONES ;","Plant-associated mycobiomes in extreme habitats are understudied and   poorly understood. We analysed Illumina-generated ITS1 sequences from   the needle mycobiome of white spruce (Picea glauca) at the northern   treeline in Alaska (USA). Sequences were obtained from the same DNA that   was used for tree genotyping. In the present study, fungal metabarcoding   and tree microsatellite data were compared for the first time. In   general, neighbouring trees shared more fungal taxa with each other than   trees growing in further distance. Mycobiomes correlated strongly with   phenological host traits and local habitat characteristics contrasting a   dense forest stand with an open treeline site. Genetic similarity   between trees did not influence fungal composition and no significant   correlation existed between needle mycobiome and tree genotype. Our   results suggest the pronounced influence of local habitat conditions and   phenotypic tree traits on needle-inhabiting fungi. By contrast, the tree   genetic identity cannot be benchmarked as a dominant driver for   needle-inhabiting mycobiomes, at least not for white spruce in this   extreme environment."
"ISI:000382703900001","2016","MICROBIOME","Skin fungal community and its correlation with bacterial community of   urban Chinese individuals","Skin; Mycobiome; Fungus; ITS1; Bacterial community; Microbial diversity;   Pan-microbiome; Mycobiota INTERNAL TRANSCRIBED SPACER; ATOPIC-DERMATITIS; HEALTHY-SUBJECTS;   MALASSEZIA MICROBIOTA; INDOOR ENVIRONMENT; MOLECULAR ANALYSIS; PSORIATIC   LESIONS; PAN-MICROBIOME; IDENTIFICATION; DIVERSITY ;","Background: High-throughput sequencing has led to increased insights   into the human skin microbiome. Currently, the majority of skin   microbiome investigations are limited to characterizing prokaryotic   communities, and our understanding of the skin fungal community   (mycobiome) is limited, more so for cohorts outside of the western   hemisphere. Here, the skin mycobiome across healthy Chinese individuals   in Hong Kong are characterized.   Results: Based on a curated fungal reference database designed for skin   mycobiome analyses, previously documented common skin colonizers are   also abundant and prevalent in this cohort. However, genera associated   with local terrains, food, and medicine are also detected. Fungal   community composition shows interpersonal (Bray-Curtis ANOSIM = 0. 398)   and household (Bray-Curtis ANOSIM = 0.134) clustering. Roles of gender   and age on diversity analyses are test-and site-specific, and, contrary   to bacteria, the effect of household on fungal community composition   dissimilarity between samples is insignificant. Site-specific,   cross-domain positive and negative correlations at both community and   operational taxonomic unit levels may uncover potential relationships   between fungi and bacteria on skin.   Conclusions: The studied Chinese population presents similar major   fungal skin colonizers that are also common in western populations, but   local outdoor environments and lifestyles may also contribute to   mycobiomes of specific cohorts. Cohabitation plays an insignificant role   in shaping mycobiome differences between individuals in this cohort.   Increased understanding of fungal communities of non-western cohorts   will contribute to understanding the size of the global skin   pan-mycobiome, which will ultimately help understand relationships   between environmental exposures, microbial populations, and the health   of global humans."
"ISI:000375919700002","2016","SCIENTIFIC REPORTS","Variation in fungal microbiome (mycobiome) and aflatoxins during   simulated storage of in-shell peanuts and peanut kernels"," SOIL; DIVERSITY; SEQUENCES; WALLEMIA; TIME ;","Internal transcribed spacer 2 (ITS2) sequencing was used to characterize   the peanut mycobiome during 90 days storage at five conditions. The   fungal diversity in in-shell peanuts was higher with 110 operational   taxonomic units (OTUs) and 41 genera than peanut kernels (91 OTUs and 37   genera). This means that the micro-environment in shell is more suitable   for maintaining fungal diversity. At 20-30 d, Rhizopus, Eurotium and   Wallemia were predominant in in-shell peanuts. In peanut kernels,   Rhizopus (>30\%) and Eurotium (>20\%) were predominant at 10-20 d and 30   d, respectively. The relative abundances of Rhizopus, Eurotium and   Wallemia were higher than Aspergillus, because they were xerophilic and   grew well on substrates with low water activity (a(w)). During growth,   they released metabolic water, thereby favoring the growth of   Aspergillus. Therefore, from 30 to 90 d, the relative abundance of   Aspergillus increased while that of Rhizopus, Eurotium and Wallemia   decreased. Principal Coordinate Analysis (PCoA) revealed that peanuts   stored for 60-90 days and for 10-30 days clustered differently from each   other. Due to low a(w\textbackslash) values (0.34-0.72) and low levels   of A. flavus, nine of 51 samples were contaminated with aflatoxins."
"ISI:000374131700011","2016","PLOS ONE","Diversity and Composition of the Leaf Mycobiome of Beech (Fagus   sylvatica) Are Affected by Local Habitat Conditions and Leaf   Biochemistry"," PHYLLOSPHERE FUNGAL ASSEMBLAGES; INHABITING ENDOPHYTIC FUNGI; SPECIES   RICHNESS; COMMUNITY; ELEVATION; LITTER; COLONIZATION; BIODIVERSITY;   MICROBIOME; GRADIENT ;","Comparative investigations of plant-associated fungal communities   (mycobiomes) in distinct habitats and under distinct climate regimes   have been rarely conducted in the past. Nowadays, high-throughput   sequencing allows routine examination of mycobiome responses to   environmental changes and results at an unprecedented level of detail.   In the present study, we analysed Illumina-generated fungal ITS1   sequences from European beech (Fagus sylvatica) originating from natural   habitats at two different altitudes in the German Alps and from a   managed tree nursery in northern Germany. In general, leaf-inhabiting   mycobiome diversity and composition correlated significantly with the   origin of the trees. Under natural condition the mycobiome was more   diverse at lower than at higher elevation, whereas fungal diversity was   lowest in the artificial habitat of the tree nursery. We further   identified significant correlation of leaf chlorophylls and flavonoids   with both habitat parameters and mycobiome biodiversity. The present   results clearly point towards a pronounced importance of local stand   conditions for the structure of beech leaf mycobiomes and for a close   interrelation of phyllosphere fungi and leaf physiology."
"ISI:000371943200005","2016","INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY","The fungal community changes over time in developing wheat heads","Amplicon sequencing; Fusarium; Alternaria infectoria; Mycotoxins;   Mycobiome; Next generation sequencing INFECTORIA SPECIES-GROUP; SMALL-GRAIN CEREALS; ALTERNARIA-INFECTORIA;   PHYLLOPLANE MICROFLORA; FUSARIUM; BARLEY; IDENTIFICATION; MYCOTOXINS;   MARKERS; BLIGHT ;","Under normal conditions, wheat is colonized by a multitude of fungi that   can have beneficial or adverse effects on plant growth and yield. To   study the effect of spraying wheat heads with fungicides on the fungal   community from emergence to harvest we applied an amplicon sequencing   approach on single wheat heads. The climatic data showed that the spring   of 2014 was very dry and without precipitation in the two weeks around   flowering. An initial quantitative PCR showed that the total amount of   fungal DNA increased during the entire period, without significant   difference between sprayed and control wheat heads. Amplicon sequencing   of the internal transcribed spacer 2 (ITS2) region showed that   operational taxonomic units (OTUs) identified as Sporobolomyces roseus   dominated in the first weeks, whereas Alternaria infectoria OTUs   dominated in the last weeks before harvest. The only observed   significant difference was that the control wheat heads contained more   of the powdery mildew causing Blumeria graminis f. sp. tritici OTUs   compared with the sprayed wheat heads. The dry conditions around   flowering most likely also had an effect on Fusarium head blight   infection as Fusarium OTUs were only sporadically encountered.   Analyses of secondary metabolites produced by Fusarium and Alternaria in   the wheat heads confirmed the observations from the amplicon sequencing.   Enniatin B was the most frequent contaminant present in four sprayed   (49-538 ng/g) and three control (56-355 ng/g) wheat heads. The A.   infectoria secondary metabolites infectopyrone and 4Z-infectopyrone were   however consistently observed in all samples collected the last five   weeks before harvest. (C) 2016 Elsevier B.V. All rights reserved."
"ISI:000373539100022","2016","FUNGAL ECOLOGY","A cost-effective and efficient strategy for Illumina sequencing of   fungal communities: A case study of beech endophytes identified   elevation as main explanatory factor for diversity and community   composition","Fagus sylvatica; European beech; Illumina sequencing; High throughput   sequencing; Metabarcoding; Elevation; Environmental change;   Leaf-inhabiting microfungi; Biodiversity; Ecology; Endophytes QUERCUS-MACROCARPA PHYLLOSPHERE; LEAF-LITTER; FOREST TREES; MICROBIAL   COMMUNITIES; GLOBAL PATTERNS; COMMON GARDEN; GRADIENT; LEAVES; ITS2;   BIOSYNTHESIS ;","We describe an accurate and efficient workflow for highly multiplexed   paired-end Illumina sequencing of fungal full-length ITS amplicons. The   impact of habitat and substratum conditions on leaf-inhabiting fungal   communities was analysed. Fully vital and clearly senescent leaves of   European beech (Fagus sylvatica) were sampled along an elevation   gradient of about 1000 m in the Bavarian Alps, Germany, in autumn 2013.   Surface-sterilised leaves were used for genomicDNA extraction,   tagging-by-amplification and high-throughput sequencing. Significant   correlation of community composition with elevation was observed. The   mycobiome was little affected by the physiological state of the leaves,   because only a partial shift of taxonomic composition was observed from   vital towards clearly senescent leaves. (C) 2016 Elsevier Ltd and The   British Mycological Society. All rights reserved."
"ISI:000382273500005","2016","MICROBIOLOGICAL RESEARCH","DNA barcoding and isolation of vertically transmitted ascomycetes in   sorghum from Burkina Faso: Epicoccum sorghinum is dominant in seedlings   and appears as a common root pathogen","Curvularia lunata; Fusarium moniliforme; Mycobiome; Pathogenicity; Phoma   sorghina; Pyrosequencing TRANSCRIBED SPACER REGIONS; AQUEOUS EXTRACT; PHOMA-SORGHINA; SEED   TREATMENT; FUSARIUM; FUNGI; IDENTIFICATION; PLANT; SEQUENCES; NUCLEAR ;","Molecular identification of fungal taxa commonly transmitted through   seeds of sorghum in Western Africa is lacking. In the present study,   farm-saved seeds, collected from four villages in Northern Burkina Faso,   were surface sterilized and the distribution of fungal DNA in seeds and   seven-day-old seedlings was analyzed by 18S ribosomal DNA (rDNA)   amplicon sequencing. More than 99\% of the fungal rDNA was found to   originate from ascomycetes. The distribution of ascomycetes at species   level was subsequently analyzed by barcoding of ITS2 rDNA. Eighteen   Operational Taxonomic Units (OTUs) were identified from seedlings,   compared to 29 OTUs from seeds. The top-eight most abundant ascomycete   OTUs from seedlings were annotated as: Epicoccum sorghinum, Fusarium   thapsinum, four different Curvuloria spp., Exserohilum rostratum and   Alternaria longissima. These OTUs were also present in amplicons from   seed samples collected in Central Burkina Faso confirming a common   occurrence. E. sorghinum was highly predominant in seedlings both   measured by DNA analysis and by isolation. The dominance of E. sorghinum   was particularly strong in roots from poorly growing seedlings.   Pathogenicity of E. sorghinum isolates was compared to F. thapsinum by   inoculation to seeds in vitro. Both fungal species caused significant   inhibition of seedling growth (P < 0.001) and Koch's postulates were   fulfilled. Extensive, dark necrosis in roots was a typical symptom of E.   sorghinum, whereas wilting of leaves was caused primarily by F.   thapsinum. This study provides the first molecular approach to   characterize the seedling mycoflora of sorghum in Western Africa and   suggests E. sorghinum as a common root pathogen. (C) 2016 The Authors.   Published by Elsevier GmbH."
"ISI:000364155200001","2015","FRONTIERS IN MICROBIOLOGY","Variation in fungal microbiome (mycobiome) and aflatoxin in stored   in-shell peanuts at four different areas of China","fungal microbiome; mycobiome; AFB(1); peanuts; storage; ITS sequencing ASPERGILLUS-FLAVUS; B-1 PRODUCTION; SOYBEAN SEEDS; INHIBITION;   DIVERSITY; GROWTH; MAIZE; NIGER; RICE; TIME ;","The contamination of peanuts with Aspergillus sp. and subsequently   aflatoxins is considered to be one of the most serious safety problems   in the world. Mycobiome in peanuts is critical for aflatoxin production   and food safety. To evaluate the biodiversity and ecological   characteristics of whole communities in stored peanuts, the barcoded   Illumina paired-end sequencing of the internal transcribed spacer 2   (ITS2) region of rDNA was used to characterize the peanut mycobiome   monthly over a period of 1 year at four main peanut grown areas, i.e.,   Liaoning (LN, North East), Shandong (SD, East), Hubei (HB, Central), and   Guangdong (GD, South) provinces. The fungal diversity of peanuts stored   in SD was the highest with 98 OTUs and 43 genera, followed by LN, HB and   GD. In peanuts stored in SD, Rhizopus, Emericella, and Clonostachys were   predominant. In peanuts from LN, Penicillium, Eurotium, and Clonostachys   were abundant. In peanuts from HB, Penicillium, Eurotium, and   Aspergillus were higher. In GD peanuts, Eurotium, Aspergillus, and   Emericella were mainly seen. The abundances of Aspergillus in LN, SD,   HB, and GD were 0.53, 6.29, 10.86, and 25.75\%, respectively. From the   North of China to the South, that increased over the latitude,   suggesting that the higher temperature and relative humidity might   increase the risk of peanuts contaminated with Aspergillus and   aflatoxins. During the storage, Aspergillus levels were higher at 7-12   months than in 0-6 months, suggesting that the risk increases over   storage time. At 7-10 months, AFB(1) was higher in four areas, while   declined further. The reduction of AFB(1) might be attributed to the   inhibition and degradation of AFB(1) by Aspergillus niger or to the   combination with the compounds of peanuts. This is the first study that   identified the mycobiome and its variation in stored peanuts using ITS2   sequencing technology, and provides the basis for a detailed   characterization of whole mycobiome in peanuts."
"ISI:000356748600014","2015","JOURNAL OF IMMUNOLOGICAL METHODS","Mycobiome: Approaches to analysis of intestinal fungi","Fungal ITS; Internal transcribed spacer; Database; Microbiome; Gut;   Amplicon sequencing COMMENSAL FUNGI; MICROBIOME; IDENTIFICATION ;","Massively parallel sequencing (MPSS) of bacterial 16S rDNA has been   widely used to characterize the microbial makeup of the human and mouse   gastrointestinal tract However, techniques for fungal microbiota   (mycobiota) profiling remain relatively under-developed. Compared to 16S   profiling, the size and sequence context of the fungal Internal   Transcribed Spacer 1 (ITS1), the most common target for mycobiota   profiling, are highly variable. Using representative gastrointestinal   tract fungi to build a known ``mock'' library, we examine how this   sequence variability affects data quality derived from Illumina Miseq   and Ion Torrent PGM sequencing pipelines. Also, while analysis of   bacterial 16S profiles is facilitated by the presence of high-quality   well-accepted databases of bacterial 16S sequences, such an accepted   database has not yet emerged to facilitate fungal ITS sequence   characterization, and we observe that redundant and inconsistent ITS1   sequence representation in publically available fungal reference   databases affect quantitation and annotation of species in the gut. To   address this problem, we have constructed a manually curated reference   database optimized for annotation of gastrointestinal fungi. This   targeted host-associated fungi (THF) database contains 1817 ITS1   sequences representing sequence diversity in genera previously   identified in human and mouse gut We observe that this database   consistently outperforms three common ITS database alternatives on   comprehensiveness, taxonomy assignment accuracy and computational   efficiency in analyzing sequencing data from the mouse gastrointestinal   tract (C) 2015 Elsevier B.V. All rights reserved."
"ISI:000363200400001","2014","MICROBIOME","Characterization and quantification of the fungal microbiome in serial   samples from individuals with cystic fibrosis"," BROAD-SPECTRUM ANTIBIOTICS; ALLERGIC BRONCHOPULMONARY ASPERGILLOSIS;   BLOOD-STREAM INFECTION; PSEUDOMONAS-AERUGINOSA; CANDIDA-ALBICANS;   SCEDOSPORIUM-APIOSPERMUM; BACTERIAL COMMUNITIES; POPULATION STRUCTURES;   INHALED TOBRAMYCIN; RESPIRATORY-TRACT ;","Background: Human-associated microbial communities include fungi, but we   understand little about which fungal species are present, their relative   and absolute abundances, and how antimicrobial therapy impacts fungal   communities. The disease cystic fibrosis (CF) often involves chronic   airway colonization by bacteria and fungi, and these infections cause   irreversible lung damage. Fungi are detected more frequently in CF   sputum samples upon initiation of antimicrobial therapy, and several   studies have implicated the detection of fungi in sputum with worse   outcomes. Thus, a more complete understanding of fungi in CF is   required.   Results: We characterized the fungi and bacteria in expectorated sputa   from six CF subjects. Samples were collected upon admission for systemic   antibacterial therapy and upon the completion of treatment and analyzed   using a pyrosequencing-based analysis of fungal internal transcribed   spacer 1 (ITS1) and bacterial 16S rDNA sequences. A mixture of Candida   species and Malassezia dominated the mycobiome in all samples (74\%-99\%   of fungal reads). There was not a striking trend correlating fungal and   bacterial richness, and richness showed a decline after antibiotic   therapy particularly for the bacteria. The fungal communities within a   sputum sample resembled other samples from that subject despite the   aggressive antibacterial therapy. Quantitative PCR analysis of fungal   18S rDNA sequences to assess fungal burden showed variation in fungal   density in sputum before and after antibacterial therapy but no   consistent directional trend. Analysis of Candida ITS1 sequences   amplified from sputum or pure culture-derived genomic DNA from   individual Candida species found little (<0.5\%) or no variation in ITS1   sequences within or between strains, thereby validating this locus for   the purpose of Candida species identification. We also report the   enhancement of the publically available Visualization and Analysis of   Microbial Population Structures (VAMPS) tool for the analysis of fungal   communities in clinical samples.   Conclusions: Fungi are present in CF respiratory sputum. In CF, the use   of intravenous antibiotic therapy often does not profoundly impact   bacterial community structure, and we observed a similar stability in   fungal species composition. Further studies are required to predict the   effects of antibacterials on fungal burden in CF and fungal community   stability in non-CF populations."
"ISI:000332839300051","2014","PLOS ONE","Redefining the Human Oral Mycobiome with Improved Practices in   Amplicon-based Taxonomy: Discovery of Malassezia as a Prominent   Commensal"," BACTERIAL COMMUNITIES; FUNGAL-INFECTIONS; DIVERSITY; IDENTIFICATION;   COLONIZATION; BIODIVERSITY; MAGNITUDE; HEALTH; GALAXY; PLANT ;","Fungi are a large, complex group, increasingly recognized as emerging   threats. Their roles as modifiers of health mandate accurate portrayals   of fungal communities in humans. As an entry point into the airways and   gastrointestinal tract, fungi in the mouth are relevant to several   biocompartments. We have revised current practices in sequence-based   taxonomy assignments and employed the improvements to address the   question of the fungal genera present in the healthy human mouth. The   human oral mycobiome was surveyed using massively parallel, high   throughput sequencing of internal transcribed spacer 1 (ITS1) amplicons   from saliva following robust extraction methods. Taxonomy was assigned   by comparison to a curated reference dataset, followed by filtering with   an empirically determined BLAST E-value match statistic (10(-42)).   Nomenclature corrections further refined results by conjoining redundant   names for a single fungal genus. Following these curation steps, about   two-thirds of the initially identified genera were eliminated. In   comparison with the one similar metagenomic study and several earlier   culture-based ones, our findings change the current conception of the   oral mycobiome, especially with the discovery of the high prevalence and   abundance of the genus Malassezia. Previously identified as an important   pathogen of the skin, and recently reported as the predominant fungal   genus at the nostril and backs of the head and ear, this is the first   account of Malassezia in the human mouth. Findings from this study were   in good agreement with others on the existence of many consensus members   of the core mycobiome, and on unique patterns for individual subjects.   This research offered a cautionary note about unconditional acceptance   of lengthy lists of community members produced by automated assignments,   provided a roadmap for enhancing the likely biological relevance of   sequence-based fungal surveys, and built the foundation for   understanding the role of fungi in health and disease of the oral   cavity."
