"","year","journal","title","keywords","abstract"
"ISI:000394515400007","2017","GEOBIOLOGY","Primary productivity of snow algae communities on stratovolcanoes of the   Pacific Northwest","carbon; glacier; nitrogen; phosphate; photosynthesis; primary   productivity; sunlight; supraglacial GREENLAND ICE-SHEET; ATMOSPHERIC NITROGEN DEPOSITION; HIGH ARCTIC   GLACIER; ULTRAVIOLET-RADIATION; SUBGLACIAL ECOSYSTEM;   NORTHERN-HEMISPHERE; BASALTIC ANDESITE; OREGON CASCADES; ORGANIC-CARBON;   SISTER-VOLCANO ;","The majority of geomicrobiological research conducted on glacial systems   to date has focused on glaciers that override primarily carbonate or   granitic bedrock types, with little known of the processes that support   microbial life in glacial systems overriding volcanic terrains (e.g.,   basalt or andesite). To better constrain the role of the supraglacial   ecosystems in the carbon and nitrogen cycles, to gain insight into   microbiome composition and function in alpine glacial systems overriding   volcanic terrains, and to constrain potential elemental sequestration or   release through weathering processes associated with snow algae   communities, we examined the microbial community structure and primary   productivity of snow algae communities on stratovolcanoes in the Cascade   Range of the Pacific Northwest. Here, we present the first published   values for carbon fixation rates of snow algae communities on glaciers   in the Pacific Northwest. We observed varying levels of light-dependent   carbon fixation on supraglacial and periglacial snowfields at Mt. Hood,   Mt. Adams, and North Sister. Recovery of abundant 18S rRNA transcripts   affiliated with photoautotrophs and 16S rRNA transcripts affiliated with   heterotrophic bacteria is consistent with previous studies indicating   the majority of primary productivity on snow and ice can be attributed   to photoautotrophs. In contrast to previous observations of glacial   ecosystems, our geochemical, isotopic, and microcosm data suggest these   assemblages are not limited by phosphorus or fixed nitrogen   availability. Furthermore, our data indicate these snow algae   communities actively sequester Fe, Mn, and P leached from minerals   sourced from the local rocks. Our observations of light-dependent   primary productivity on snow are consistent with similar studies in   polar ecosystems; however, our data may suggest that DIC may be a   limiting nutrient in contrast to phosphorus or fixed nitrogen as has   been observed in other glacial ecosystems. Our data underscore the need   for similar studies on glacier surfaces and seasonal snowfields to   better constrain the role of local bedrock and nutrient delivery on   carbon fixation and biogeochemical cycling in these ecosystems."
"ISI:000394251800001","2017","SCIENTIFIC REPORTS","Organic nitrogen rearranges both structure and activity of the   soil-borne microbial seedbank"," PLANT LITTER DECOMPOSITION; MULTIVARIATE ANALYSES; RIBOSOMAL-RNA;   COMMUNITIES; MATTER; FUNGI; RESISTANCE; MINERALIZATION; STABILIZATION;   FUNDAMENTALS ;","Use of organic amendments is a valuable strategy for crop production.   However, it remains unclear how organic amendments shape both soil   microbial community structure and activity, and how these changes impact   nutrient mineralization rates. We evaluated the effect of various   organic amendments, which range in Carbon/Nitrogen (C/N) ratio and   degradability, on the soil microbiome in a mesocosm study at 32, 69 and   132 days. Soil samples were collected to determine community structure   (assessed by 16S and 18S rRNA gene sequences), microbial biomass (fungi   and bacteria), microbial activity (leucine incorporation and active   hyphal length), and carbon and nitrogen mineralization rates. We   considered the microbial soil DNA as the microbial seedbank. High C/N   ratio favored fungal presence, while low C/N favored dominance of   bacterial populations. Our results suggest that organic amendments shape   the soil microbial community structure through a feedback mechanism by   which microbial activity responds to changing organic inputs and   rearranges composition of the microbial seedbank. We hypothesize that   the microbial seedbank composition responds to changing organic inputs   according to the resistance and resilience of individual species, while   changes in microbial activity may result in increases or decreases in   availability of various soil nutrients that affect plant nutrient   uptake."
"ISI:000394713000001","2017","PEERJ","Successive DNA extractions improve characterization of soil microbial   communities","Soil DNA extractions; Soil microbial characterization;   454-pyrosequencing; T-RFLP; Soil microbial abundance; Soil bacterial   community; Soil fungal community MOLECULAR-WEIGHT DNA; RIBOSOMAL-RNA GENES; RHIZOSPHERE MICROBIOME;   BACTERIAL COMMUNITIES; DIVERSITY; IMPACT; BIAS; MICROORGANISMS;   ADSORPTION; RECOVERY ;","Currently, characterization of soil microbial communities relies heavily   on the use of molecular approaches. Independently of the approach used,   soil DNA extraction is a crucial step, and success of downstream   procedures will depend on how well DNA extraction was performed. Often,   studies describing and comparing soil microbial communities are based on   a single DNA extraction, which may not lead to a representative recovery   of DNA from all organisms present in the soil. The use of successive DNA   extractions might improve soil microbial characterization, but the   benefit of this approach has only been limitedly studied. To determine   whether successive DNA extractions of the same soil sample would lead to   different observations in terms of microbial abundance and community   composition, we performed three successive extractions, with two widely   used commercial kits, on a range of clay and sandy soils. Successive   extractions increased DNA yield considerably (1-374\%), as well as total   bacterial and fungal abundances in most of the soil samples. Analysis of   the 16S and 18S ribosomal RNA genes using 454-pyrosequencing, revealed   that microbial community composition (taxonomic groups) observed in the   successive DNA extractions were similar. However, successive DNA   extractions did reveal several additional microbial groups. For some   soil samples, shifts in microbial community composition were observed,   mainly due to shifts in relative abundance of a number of microbial   groups. Our results highlight that performing successive DNA extractions   optimize DNA yield, and can lead to a better picture of overall   community composition."
"ISI:000385765200005","2016","ANNALS OF APPLIED BIOLOGY","Mycorrhizal associations and soil properties of native Allanblackia   stuhlmannii stands in the Eastern Usambara Mountains, Tanzania","18S rDNA; arbuscular mycorrhiza; ITS region; Mehlich 3 nutrients; root   microbiome; soil acidity; tropical forest FUNGI; IDENTIFICATION; COMMUNITY; PRIMERS ;","Allanblackia stuhlmannii is a tree species currently under   domestication. Potential mycorrhizal relationships of A. stuhlmannii and   soil properties of native stands were investigated to determine the   soil-environmental requirements of the species. Roots and soil samples   were collected from five sites with A. stuhlmannii stands along an   altitudinal transect in Amani Nature Reserve, Tanzania. Mycorrhizal   status was investigated by combining microscopy with molecular analysis   of the fungal communities. Soil adjacent to the A. stuhlmannii seedlings   was analysed for physical and chemical properties and the sites were   characterised. We showed that A. stuhlmannii form symbiosis with   arbuscular mycorrhizal fungi, and that there was a diverse microbiome   associated with the roots. The soils, classified as Ferralsol and   Acrisol, were very well drained, had a pH(CaCl2) generally at or below   4, high exchangeable acidity and content of sesquioxides and low   effective cation exchange capacity and concentrations of most nutrients.   We conclude that A. stuhlmannii is tolerant to high Al availability and   possesses mechanisms for acquisition of P and other macronutrients at   low soil availability, possibly through mycorrhizal symbiosis. However,   being adapted to low-pH soils, it may be less efficient in acquiring Fe,   Mn and/or Zn at higher soil pH. Thus, it may be most suited to   introduction on farms situated on acid soils."
"ISI:000392587800005","2016","MSPHERE","Microbial Community Patterns Associated with Automated Teller Machine   Keypads in New York City","16S rRNA; 18S rRNA; New York City; automated teller machine;   environmental sequencing; urban microbiome ASPERGILLUS-NIGER; DIVERSITY; BACTERIAL; ECOLOGY; EVOLUTION; GUT;   TRICHOMONADS; EUKARYOTES; RESOURCE; SURFACES ;","In densely populated urban environments, the distribution of microbes   and the drivers of microbial community assemblages are not well   understood. In sprawling metropolitan habitats, the ``urban   microbiome'' may represent a mix of human-associated and environmental   taxa. Here we carried out a baseline study of automated teller machine   (ATM) keypads in New York City (NYC). Our goal was to describe the   biodiversity and biogeography of both prokaryotic and eukaryotic   microbes in an urban setting while assessing the potential source of   microbial assemblages on ATM keypads. Microbial swab samples were   collected from three boroughs (Manhattan, Queens, and Brooklyn) during   June and July 2014, followed by generation of Illumina MiSeq datasets   for bacterial (16S rRNA) and eukaryotic (18S rRNA) marker genes.   Downstream analysis was carried out in the QIIME pipeline, in   conjunction with neighborhood metadata (ethnicity, population, age   groups) from the NYC Open Data portal. Neither the 16S nor 18S rRNA   datasets showed any clustering patterns related to geography or   neighborhood demographics. Bacterial assemblages on ATM keypads were   dominated by taxonomic groups known to be associated with human skin   communities (Actinobacteria, Bacteroides, Firmicutes, and   Proteobacteria), although SourceTracker analysis was unable to identify   the source habitat for the majority of taxa. Eukaryotic assemblages were   dominated by fungal taxa as well as by a low-diversity protist community   containing both free-living and potentially pathogenic taxa (Toxoplasma,   Trichomonas). Our results suggest that ATM keypads amalgamate microbial   assemblages from different sources, including the human microbiome,   eukaryotic food species, and potentially novel extremophilic taxa   adapted to air or surfaces in the built environment. DNA obtained from   ATM keypads may thus provide a record of both human behavior and   environmental sources of microbes.   IMPORTANCE Automated teller machine (ATM) keypads represent a specific   and unexplored microhabitat for microbial communities. Although the   number of built environment and urban microbial ecology studies has   expanded greatly in recent years, the majority of research to date has   focused on mass transit systems, city soils, and plumbing and   ventilation systems in buildings. ATM surfaces, potentially retaining   microbial signatures of human inhabitants, including both commensal taxa   and pathogens, are interesting from both a biodiversity perspective and   a public health perspective. By focusing on ATM keypads in different   geographic areas of New York City with distinct population demographics,   we aimed to characterize the diversity and distribution of both   prokaryotic and eukaryotic microbes, thus making a unique contribution   to the growing body of work focused on the ``urban microbiome.'' In   New York City, the surface area of urban surfaces in Manhattan far   exceeds the geographic area of the island itself. We have only just   begun to describe the vast array of microbial taxa that are likely to be   present across diverse types of urban habitats."
"ISI:000395002300031","2016","ENVIRONMENTAL MICROBIOLOGY REPORTS","Fungal identification biases in microbiome projects"," DNA BARCODE; DIVERSITY ;","Fungi are the key players in ecosystems as well as in plant and human   health. High-throughput molecular identification of fungi has greatly   progressed our understanding about the diversity of mutualists,   saprotrophs, and pathogens. We argue that the methods promoted by the   microbiome consortia are suboptimal for detection of the most important   fungal pathogens and ecologically important degraders. We recommend   several sets of optimized primers for analysis of fungi or all eukaryote   groups based on either short or long amplicons that cover the ITS region   as well as part of 18S and 28S rDNA."
"ISI:000382492500011","2016","JOURNAL OF EUKARYOTIC MICROBIOLOGY","High Diversity Revealed in Leaf-Associated Protists (Rhizaria: Cercozoa)   of Brassicaceae","18S; Arabidopsis; Cercomonas; cloning; environmental sequencing;   phyllosphere; protist POPULATION-DYNAMICS; MICROBIAL LOOP; PLANT-GROWTH; GEN. NOV; SOIL;   PROTOZOA; PHYLOGENY; AMEBAS; PHYLLOSPHERE; LETTUCE ;","The largest biological surface on earth is formed by plant leaves. These   leaf surfaces are colonized by a specialized suite of leaf-inhabiting   microorganisms, recently termed ``phyllosphere microbiome''. Microbial   prey, however, attract microbial predators. Protists in particular have   been shown to structure bacterial communities on plant surfaces, but   virtually nothing is known about the community composition of protists   on leaves. Using newly designed specific primers targeting the 18S rDNA   gene of Cercozoa, we investigated the species richness of this common   protist group on leaves of four Brassicaceae species from two different   locations in a cloning-based approach. The generated sequences revealed   a broad diversity of leaf-associated Cercozoa, mostly bacterial feeders,   but also including known plant pathogens and a taxon of potential   endophytes that were recently described as algal predators in freshwater   systems. This initial study shows that protists must be regarded as an   integral part of the microbial diversity in the phyllosphere of plants."
"ISI:000381699700001","2016","SCIENTIFIC REPORTS","Multi-marker metabarcoding of coral skeletons reveals a rich microbiome   and diverse evolutionary origins of endolithic algae"," PORITES-LUTEA; DNA; SEQUENCES; LIBRARIES; PACKAGE; GENOME; REEFS; LIFE ;","Bacteria, fungi and green algae are common inhabitants of coral   skeletons. Their diversity is poorly characterized because they are   difficult to identify with microscopy or environmental sequencing, as   common metabarcoding markers have low phylogenetic resolution and miss a   large portion of the biodiversity. We used a cost-effective protocol and   a combination of markers (tufA, 16S rDNA, 18S rDNA and 23S rDNA) to   characterize the microbiome of 132 coral skeleton samples. We identified   a wide range of prokaryotic and eukaryotic organisms, many never   reported in corals before. We additionally investigated the phylogenetic   diversity of the green algae-the most abundant eukaryotic member of this   community, for which previous literature recognizes only a handful of   endolithic species. We found more than 120 taxonomic units (near species   level), including six family-level lineages mostly new to science. The   results suggest that the existence of lineages with an endolithic   lifestyle predates the existence of modern scleractinian corals by ca.   250my, and that this particular niche was independently invaded by over   20 lineages in green algae evolution. These results highlight the   potential of the multimarker approach to assist in species discovery   and, when combined with a phylogenetic framework, clarify the   evolutionary origins of host-microbiota associations."
"ISI:000379897000001","2016","MICROBIOME","A comprehensive method for amplicon-based and metagenomic   characterization of viruses, bacteria, and eukaryotes in freshwater   samples","Microbiome; Watersheds; Amplicon sequencing; Metagenomes; Metagenomics;   Microbial fractions 16S RIBOSOMAL-RNA; TIME QUANTITATIVE PCR; MOLECULAR-WEIGHT DNA; CAPSID   GENES G23; ESCHERICHIA-COLI; FECAL CONTAMINATION; T4-TYPE   BACTERIOPHAGES; FUNCTIONAL-ANALYSIS; SHOTGUN LIBRARIES; ENTEROVIRUS RNA ;","Background: Studies of environmental microbiota typically target only   specific groups of microorganisms, with most focusing on bacteria   through taxonomic classification of 16S rRNA gene sequences. For a more   holistic understanding of a microbiome, a strategy to characterize the   viral, bacterial, and eukaryotic components is necessary.   Results: We developed a method for metagenomic and amplicon-based   analysis of freshwater samples involving the concentration and   size-based separation of eukaryotic, bacterial, and viral fractions.   Next-generation sequencing and culture-independent approaches were used   to describe and quantify microbial communities in watersheds with   different land use in British Columbia. Deep amplicon sequencing was   used to investigate the distribution of certain viruses (g23 and RdRp),   bacteria (16S rRNA and cpn60), and eukaryotes (18S rRNA and ITS).   Metagenomic sequencing was used to further characterize the gene content   of the bacterial and viral fractions at both taxonomic and functional   levels.   Conclusion: This study provides a systematic approach to separate and   characterize eukaryotic-, bacterial-, and viral-sized particles.   Methodologies described in this research have been applied in temporal   and spatial studies to study the impact of land use on watershed   microbiomes in British Columbia."
"ISI:000375121300012","2016","APPLIED SOIL ECOLOGY","Short-term effects of mechanical drainage on fungal and bacterial   community structure in a managed grassland soil","Mechanical drainage; Soil microbiome; Microbial diversity; Managed   grassland soil; 454 pyrosequencing PYROSEQUENCING ANALYSES; AGGREGATE STABILITY; MICROBIAL BIOMASS;   TILLAGE; DIVERSITY; PH; CARBON; GRADIENT; CHYTRIDS; DYNAMICS ;","This study focused on identifying the short-term effects of mechanical   drainage on the structure and diversity of fungal and bacterial   communities in soil. Mechanical drainage is a widely used agricultural   practice which allows for the management of surface and sub-surface   water. It is vital for improving land productivity and reclaiming   marginal land. The use of mechanical drainage is known to have several   impacts on the physico-chemical components of soil; however, little is   known about its effect on the soil microbiome. In the present study, 454   pyrosequencing of the 18S and 16S rRNA gene regions was used to evaluate   differences in fungal and bacterial communities in soil samples taken   pre and two months post drainage from an extensively managed grassland   in Co., Meath, Ireland.   Mechanical drainage was found to have no significant impact on soil pH   or on soil carbon and nitrogen levels, however a statistically   significant reduction in moisture content was recorded (c. 7\%).   Analysis of metagenetic data showed that Basidiomycota was the largest   classifiable fungal phylum accounting for 16\% of all sequences. The   predominant bacterial phyla identified in all samples were   Proteobacteria, Bacteroidetes and Acidobacteria with average relative   abundances of 23\%, 26\% and 27\% respectively. Overall fungal and   bacterial community structure and diversity remained unchanged in   response to mechanical drainage but two fungal phyla, Chytridiomycota   and Blastocladiomycota, showed a significant increase in relative   abundance in response to drainage. These findings contribute to our   overall understanding of how mechanical drainage impacts the soil   microbiome. (C) 2016 Elsevier B.V. All rights reserved."
"ISI:000386728400001","2016","JOURNAL OF EXTRACELLULAR VESICLES","Urinary extracellular vesicles for RNA extraction: optimization of a   protocol devoid of prokaryote contamination","extracellular vesicles; urine; microRNA; RNA isolation; RNA quality;   filtration; dialysis EXOSOME ISOLATION; MICRORNAS; EXOSOMES/MICROVESICLES; QUANTIFICATION;   PURIFICATION; MICROBIOME; BIOMARKERS; VISCOSITY; IMPACT; MIRNA ;","Background: Urinary extracellular vesicles (UEVs) represent an ideal   platform for biomarker discovery. They carry different types of RNA   species, and reported profile discrepancies related to the   presence/absence of 18s and 28s rRNA remain controversial. Moreover,   sufficient urinary RNA yields and respective quality RNA profiles are   still to be fully established.   Methods: UEVs were enriched by hydrostatic filtration dialysis, and RNA   content was extracted using 7 different commercially available   techniques. RNA quantity was assessed using spectrophotometry and   fluorometry, whilst RNA quality was determined by capillary   electrophoresis.   Results: The presence of prokaryotic transcriptome was stressed when   cellular RNA, as a control, was spiked into the UEVs samples before RNA   extraction. The presence of bacteria in hydrostatic filtration dialysis   above 1,000 kDa molecular weight cut-off and in crude urine was   confirmed with growth media plates. The efficiency in removing urinary   bacteria was evaluated by differential centrifugation, filtration (0.22   mu m filters) and chemical pretreatment (water purification tablet). For   volumes of urine >200 ml, the chemical treatment provides ease of   handling without affecting vesicle integrity, protein and RNA profiles.   This protocol was selected to enrich RNA with 7 methods, and its   respective quality and quantity were assessed. The results were given as   follows: (a) Fluorometry gave more repeatability and reproducibility   than spectrophotometry to assess the RNA yields, (b) UEVs were enriched   with small RNA, (c) Ribosomal RNA peaks were not observed for any RNA   extraction method used and (d) RNA yield was higher for column-based   method designed for urinary exosome, whilst the highest relative   microRNA presence was obtained using TRIzol method.   Conclusion: Our results show that the presence of bacteria can lead to   misidentification in the electrophoresis peaks. Fluorometry is more   reliable than spectrophotometry. RNA isolation method must be selected   in conjunction with appropriate UEV collection procedure. We also   suggested that a minimum 250 ml of urine should be processed to gather   enough RNA for robust quantification, qualification and downstream   analysis."
"ISI:000378237000007","2016","ENVIRONMENTAL SCIENCE-PROCESSES \& IMPACTS","Characterization of the bacterial and fungal microbiome in indoor dust   and outdoor air samples: a pilot study"," CONTROLLED HUMAN EXPOSURES; HOUSE-DUST; ENDOTOXIN; ASTHMA; CHILDREN;   CHILDHOOD; WHEEZE; POLLUTANTS; MARKER; HOMES ;","Environmental microbes have been associated with both protective and   adverse health effects in children and adults. Epidemiological studies   often rely on broad biomarkers of microbial exposure (i.e. endotoxin, 1   -> 3-beta-D-glucan), but fail to identify the taxonomic composition of   the microbial community. Our aim was to characterize the bacterial and   fungal microbiome in different types of environmental samples collected   in studies of human health effects. We determined the composition of   microbial communities present in home, school and outdoor air samples by   amplifying and sequencing regions of rRNA genes from bacteria (16S) and   fungi (18S and ITS). Samples for this pilot study included indoor   settled dust (from both a Boston area birth cohort study on Home   Allergens and Asthma (HAA) (n = 12) and a study of school exposures and   asthma symptoms (SICAS) (n = 1)), as well as fine and coarse   concentrated outdoor ambient particulate (CAP) samples (n = 9).   Sequencing of amplified 16S, 18S, and ITS regions was performed on the   Roche-454 Life Sciences Titanium pyrosequencing platform. Indoor dust   samples were dominated by Gram-positive bacteria (Firmicutes and   Actinobacteria); the most abundant bacterial genera were those related   to human flora (Streptococcus, Staphylococcus, Corynebacterium and   Lactobacillus). Outdoor CAPs were dominated by Gram-negative   Proteobacteria from water and soil sources, in particular the genera   Acidovorax, and Brevundimonas (which were present at very low levels or   entirely absent in indoor dust). Phylum-level fungal distributions   identified by 18S or ITS regions showed very similar findings: a   predominance of Ascomycota in indoor dust and Basidiomycota in outdoor   CAPs. ITS sequencing of fungal genera in indoor dust showed significant   proportions of Aureobasidium and Leptosphaerulina along with some   contribution from Cryptococcus, Epicoccum, Aspergillus and the human   commensal Malassezia. ITS sequencing detected more than 70 fungal genera   in indoor dust not observed by culture. Microbiome sequencing is   feasible for different types of archived environmental samples (indoor   dust, and low biomass air particulate samples), and offers the potential   to study how whole communities of microbes (including unculturable taxa)   influence human health."
"ISI:000356627000002","2015","JOURNAL OF PHYCOLOGY","A METAGENOME FOR LACUSTRINE CLADOPHORA (CLADOPHORALES) REVEALS   REMARKABLE DIVERSITY OF EUKARYOTIC EPIBIONTS AND GENES RELEVANT TO   MATERIALS CYCLING","cellulases; Cladophora; metagenome; microbiome; periphyton CD-HIT; COMMUNITY COMPOSITION; GLOMERATA; SEQUENCES; DECOMPOSITION;   CHLOROPHYTA; MACROALGAE; ABUNDANCE; CELLULOSE; BIOLOGY ;","Periphyton dominated by the cellulose-rich filamentous green alga   Cladophora forms conspicuous growths along rocky marine and freshwater   shorelines worldwide, providing habitat for diverse epibionts. Bacterial   epibionts have been inferred to display diverse functions of   biogeochemical significance: N-fixation and other redox reactions,   phosphorus accumulation, and organic degradation. Here, we report   taxonomic diversity of eukaryotic and prokaryotic epibionts and   diversity of genes associated with materials cycling in a Cladophora   metagenome sampled from Lake Mendota, Dane Co., WI, USA, during the   growing season of 2012. A total of 1,060 distinct 16S, 173 18S, and 351   28S rRNA operational taxonomic units, from which > 220 genera or species   of bacteria (similar to 60), protists (similar to 80), fungi (6), and   microscopic metazoa (similar to 80), were distinguished with the use of   reference databases. We inferred the presence of several algal taxa   generally associated with marine systems and detected Jaoa, a freshwater   periphytic ulvophyte previously thought endemic to China. We identified   six distinct nifH gene sequences marking nitrogen fixation, > 25   bacterial and eukaryotic cellulases relevant to sedimentary C-cycling   and technological applications, and genes encoding enzymes in aerobic   and anaerobic pathways for vitamin B-12 biosynthesis. These results   emphasize the importance of Cladophora in providing habitat for   microscopic metazoa, fungi, protists, and bacteria that are often   inconspicuous, yet play important roles in ecosystem biogeochemistry."
"ISI:000353086600014","2015","AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE","Topographic Diversity of the Respiratory Tract Mycobiome and Alteration   in HIV and Lung Disease","microbiome; fungi; bronchoalveolar lavage; COPD; HIV OBSTRUCTIVE PULMONARY-DISEASE; ANTIRETROVIRAL THERAPY ERA; PNEUMOCYSTIS   COLONIZATION; DIFFUSING-CAPACITY; HUMAN MICROBIOME; INFECTION;   IMMUNODEFICIENCY; STANDARDIZATION; INFLAMMATION; IMPAIRMENT ;","Rationale: Microbiome studies typically focus on bacteria, but fungal   species are Common in many body sites and can have profound effects on   the host. Wide gaps exist in the understanding of the fungal microbiome   (mycobiome) and its relationship to lung disease.   Objectives: To characterize the mycobiome at different respiratory tract   levels in persons with and without HIV infection and in HIV-infected   individuals with chronic obstructive pulmonary disease (COPD).   Methods: Oral washes (OW), induced sputa (IS), and bronchoalveolar   lavages (BAL) were collected from 56 participants. We performed 18S and   internal transcribed spacer sequencing and used the neutral model to   identify fungal species that are likely residents of the lung. We used   ubiquity ubiquity plots, random forest, logistic regression, and   metastats to compare fungal communities by HIV status and presence of   COPD.   Measurements and Main Results: Mycobiomes of OW, IS, and BAL shared   common organisms, but each also had distinct members. Candida was   dominant in OW and IS, but BAL had 39 fungal species that were   disproportionately more abundant than in the OW. Fungal communities in   BAL differed significantly by HIV status and by COPD, with Pneumocystis   jirovecii significantly overrepresented in both groups. Other fungal   species were also identified as differing in HIV and COPD.   Conclusions: This study systematically examined the respiratory tract   mycobiome in a relatively large group. By identifying Pneumocystis and   other fungal species as overrepresented in the lung in HIV and in COPD,   it is the first to determine alterations in fungal communities   associated with lung dysfunction and/or HIV, highlighting the clinical   relevance of these findings."
"ISI:000348927600015","2015","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","Prepartum and Postpartum Rumen Fluid Microbiomes: Characterization and   Correlation with Production Traits in Dairy Cows"," SUBUNIT RIBOSOMAL-RNA; GUT MICROBIOME; MILK-COMPOSITION; BEEF-CATTLE;   FATTY-ACIDS; BACTERIA; DIVERSITY; COMMUNITY; DIETS; BIOHYDROGENATION ;","Microbes present in the rumen of dairy cows are essential for   degradation of cellulosic and nonstructural carbohydrates of plant   origin. The prepartum and postpartum diets of high-producing dairy cows   are substantially different, but in what ways the rumen microbiome   changes in response and how those changes may influence production   traits are not well elucidated. Here, we sequenced the 16S and 18S rRNA   genes using the MiSeq platform to characterize the prepartum and   postpartum rumen fluid microbiomes in 115 high-producing dairy cows,   including both primiparous and multiparous animals. Discriminant   analysis identified differences between the microbiomes of prepartum and   postpartum samples and between primiparous and multiparous cows. 18S   rRNA sequencing revealed an overwhelming dominance of the protozoan   class Litostomatea, with over 90\% of the eukaryotic microbial   population belonging to that group. Additionally, fungi were relatively   more prevalent and Litostomatea relatively less prevalent in prepartum   samples than in postpartum ones. The core rumen microbiome (common to   all samples) consisted of 64 bacterial taxa, of which members of the   genus Prevotella were the most prevalent. The Chao1 richness index was   greater for prepartum multiparous cows than for postpartum multiparous   cows. Multivariable models identified bacterial taxa associated with   increased or reduced milk production, and general linear models revealed   that a metagenomically based prediction of productivity is highly   associated with production of actual milk and milk components. In   conclusion, the structure of the rumen fluid microbiome shifts between   the prepartum and first-week postpartum periods, and its profile within   the context of this study could be used to accurately predict production   traits."
"ISI:000363200400001","2014","MICROBIOME","Characterization and quantification of the fungal microbiome in serial   samples from individuals with cystic fibrosis"," BROAD-SPECTRUM ANTIBIOTICS; ALLERGIC BRONCHOPULMONARY ASPERGILLOSIS;   BLOOD-STREAM INFECTION; PSEUDOMONAS-AERUGINOSA; CANDIDA-ALBICANS;   SCEDOSPORIUM-APIOSPERMUM; BACTERIAL COMMUNITIES; POPULATION STRUCTURES;   INHALED TOBRAMYCIN; RESPIRATORY-TRACT ;","Background: Human-associated microbial communities include fungi, but we   understand little about which fungal species are present, their relative   and absolute abundances, and how antimicrobial therapy impacts fungal   communities. The disease cystic fibrosis (CF) often involves chronic   airway colonization by bacteria and fungi, and these infections cause   irreversible lung damage. Fungi are detected more frequently in CF   sputum samples upon initiation of antimicrobial therapy, and several   studies have implicated the detection of fungi in sputum with worse   outcomes. Thus, a more complete understanding of fungi in CF is   required.   Results: We characterized the fungi and bacteria in expectorated sputa   from six CF subjects. Samples were collected upon admission for systemic   antibacterial therapy and upon the completion of treatment and analyzed   using a pyrosequencing-based analysis of fungal internal transcribed   spacer 1 (ITS1) and bacterial 16S rDNA sequences. A mixture of Candida   species and Malassezia dominated the mycobiome in all samples (74\%-99\%   of fungal reads). There was not a striking trend correlating fungal and   bacterial richness, and richness showed a decline after antibiotic   therapy particularly for the bacteria. The fungal communities within a   sputum sample resembled other samples from that subject despite the   aggressive antibacterial therapy. Quantitative PCR analysis of fungal   18S rDNA sequences to assess fungal burden showed variation in fungal   density in sputum before and after antibacterial therapy but no   consistent directional trend. Analysis of Candida ITS1 sequences   amplified from sputum or pure culture-derived genomic DNA from   individual Candida species found little (<0.5\%) or no variation in ITS1   sequences within or between strains, thereby validating this locus for   the purpose of Candida species identification. We also report the   enhancement of the publically available Visualization and Analysis of   Microbial Population Structures (VAMPS) tool for the analysis of fungal   communities in clinical samples.   Conclusions: Fungi are present in CF respiratory sputum. In CF, the use   of intravenous antibiotic therapy often does not profoundly impact   bacterial community structure, and we observed a similar stability in   fungal species composition. Further studies are required to predict the   effects of antibacterials on fungal burden in CF and fungal community   stability in non-CF populations."
"ISI:000336687900043","2014","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF   AMERICA","Simultaneous assessment of the macrobiome and microbiome in a bulk   sample of tropical arthropods through DNA metasystematics","cytochrome c oxidase subunit I; Costa Rica; insect; Malaise trap; NGS BIODIVERSITY; DIVERSITY; BARCODE; REGION; AMPLIFICATION; RECOVERY;   SEARCH; BIAS ;","Conventional assessments of ecosystem sample composition are based on   morphology-based or DNA barcode identification of individuals. Both   approaches are costly and time-consuming, especially when applied to the   large number of specimens and taxa commonly included in ecological   investigations. Next-generation sequencing approaches can overcome the   bottleneck of individual specimen isolation and identification by   simultaneously sequencing specimens of all taxa in a bulk mixture. Here   we apply multiple parallel amplification primers, multiple DNA barcode   markers, 454-pyrosequencing, and Illumina MiSeq sequencing to the same   sample to maximize recovery of the arthropod macrobiome and the   bacterial and other microbial microbiome of a bulk arthropod sample. We   validate this method with a complex sample containing 1,066   morphologically distinguishable arthropods from a tropical terrestrial   ecosystem with high taxonomic diversity. Multiamplicon next-generation   DNA barcoding was able to recover sequences corresponding to 91\% of the   distinguishable individuals in a bulk environmental sample, as well as   many species present as undistinguishable tissue. 454-pyrosequencing was   able to recover 10 more families of arthropods and 30 more species than   did conventional Sanger sequencing of each individual specimen. The use   of other loci (16S and 18S ribosomal DNA gene regions) also added the   detection of species of microbes associated with these terrestrial   arthropods. This method greatly decreases the time and money necessary   to perform DNA-based comparisons of biodiversity among ecosystem   samples. This methodology opens the door to much cheaper and increased   capacity for ecological and evolutionary studies applicable to a wide   range of socio-economic issues, as well as a basic understanding of how   the world works."
