PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
25545194,Secondary successional trajectories of structural and catabolic bacterial communities in oil-polluted soil planted with hybrid poplar,"Mukherjee S, Sipilä T, Pulkkinen P, Yrjälä K.",Mol Ecol. 2015 Feb;24(3):628-42. doi: 10.1111/mec.13053. Epub 2015 Jan 19.,Mukherjee S,Mol Ecol,2015,2014/12/30,,,10.1111/mec.13053
24780240,Cultivable gut bacteria of scarabs (Coleoptera: Scarabaeidae) inhibit Bacillus thuringiensis multiplication,"Shan Y, Shu C, Crickmore N, Liu C, Xiang W, Song F, Zhang J.",Environ Entomol. 2014 Jun;43(3):612-6. doi: 10.1603/EN14028. Epub 2014 May 7.,Shan Y,Environ Entomol,2014,2014/05/01,,,10.1603/EN14028
27061465,Temporal dynamics of sediment bacterial communities in monospecific stands of Juncus maritimus and Spartina maritima,"Cleary DF, Polónia AR, Sousa AI, Lillebø AI, Queiroga H, Gomes NC.",Plant Biol (Stuttg). 2016 Sep;18(5):824-34. doi: 10.1111/plb.12459. Epub 2016 May 5.,Cleary DF,Plant Biol (Stuttg),2016,2016/04/11,,,10.1111/plb.12459
26946500,"Characterization of bacterial communities in lithobionts and soil niches from Victoria Valley, Antarctica","Van Goethem MW, Makhalanyane TP, Valverde A, Cary SC, Cowan DA.",FEMS Microbiol Ecol. 2016 Apr;92(4):fiw051. doi: 10.1093/femsec/fiw051. Epub 2016 Mar 4.,Van Goethem MW,FEMS Microbiol Ecol,2016,2016/03/07,,,10.1093/femsec/fiw051
24586277,"Increased constituent ratios of Klebsiella sp., Acinetobacter sp., and Streptococcus sp. and a decrease in microflora diversity may be indicators of ventilator-associated pneumonia: a prospective study in the respiratory tracts of neonates","Lu W, Yu J, Ai Q, Liu D, Song C, Li L.",PLoS One. 2014 Feb 20;9(2):e87504. doi: 10.1371/journal.pone.0087504. eCollection 2014.,Lu W,PLoS One,2014,2014/03/04,PMC3930531,,10.1371/journal.pone.0087504
27160579,Response of Syntrophic Propionate Degradation to pH Decrease and Microbial Community Shifts in an UASB Reactor,"Zhang L, Ban Q, Li J, Jha AK.",J Microbiol Biotechnol. 2016 Aug 28;26(8):1409-19. doi: 10.4014/jmb.1602.02015.,Zhang L,J Microbiol Biotechnol,2016,2016/05/11,,,10.4014/jmb.1602.02015
27399766,Lactobacillus fermentum CRL1446 Ameliorates Oxidative and Metabolic Parameters by Increasing Intestinal Feruloyl Esterase Activity and Modulating Microbiota in Caloric-Restricted Mice,"Russo M, Fabersani E, Abeijón-Mukdsi MC, Ross R, Fontana C, Benítez-Páez A, Gauffin-Cano P, Medina RB.",Nutrients. 2016 Jul 7;8(7):415. doi: 10.3390/nu8070415.,Russo M,Nutrients,2016,2016/07/12,PMC4963891,,10.3390/nu8070415
26180249,Soluble Dextrin Fibers Alter the Intestinal Microbiota and Reduce Proinflammatory Cytokine Secretion in Male IL-10-Deficient Mice,"Valcheva R, Hotte N, Gillevet P, Sikaroodi M, Thiessen A, Madsen KL.",J Nutr. 2015 Sep;145(9):2060-6. doi: 10.3945/jn.114.207738. Epub 2015 Jul 15.,Valcheva R,J Nutr,2015,2015/07/17,,,10.3945/jn.114.207738
22586916,[Prolonged cultivation of an anaerobic bacterial community producing hydrogen],"Belokopytov BF, Ryzhmanova IaV, Laurinavichius KS, Shcherbakova VA.",Prikl Biokhim Mikrobiol. 2012 Mar-Apr;48(2):218-25.,Belokopytov BF,Prikl Biokhim Mikrobiol,2012,2012/05/17,,,
25954902,Phylum level change in the cecal and fecal gut communities of rats fed diets containing different fermentable substrates supports a role for nitrogen as a factor contributing to community structure,"Kalmokoff M, Franklin J, Petronella N, Green J, Brooks SP.",Nutrients. 2015 May 6;7(5):3279-99. doi: 10.3390/nu7053279.,Kalmokoff M,Nutrients,2015,2015/05/09,PMC4446752,,10.3390/nu7053279
23247099,Characterization of Thauera-dominated hydrogen-oxidizing autotrophic denitrifying microbial communities by using high-throughput sequencing,"Mao Y, Xia Y, Zhang T.",Bioresour Technol. 2013 Jan;128:703-10. doi: 10.1016/j.biortech.2012.10.106. Epub 2012 Nov 2.,Mao Y,Bioresour Technol,2013,2012/12/19,,,10.1016/j.biortech.2012.10.106
25819970,Carbon source preference in chemosynthetic hot spring communities,"Urschel MR, Kubo MD, Hoehler TM, Peters JW, Boyd ES.",Appl Environ Microbiol. 2015 Jun;81(11):3834-47. doi: 10.1128/AEM.00511-15. Epub 2015 Mar 27.,Urschel MR,Appl Environ Microbiol,2015,2015/03/31,PMC4421056,,10.1128/AEM.00511-15
26164495,Proton Pump Inhibitors Alter Specific Taxa in the Human Gastrointestinal Microbiome: A Crossover Trial,"Freedberg DE, Toussaint NC, Chen SP, Ratner AJ, Whittier S, Wang TC, Wang HH, Abrams JA.",Gastroenterology. 2015 Oct;149(4):883-5.e9. doi: 10.1053/j.gastro.2015.06.043. Epub 2015 Jul 9.,Freedberg DE,Gastroenterology,2015,2015/07/13,PMC4584196,NIHMS708668,10.1053/j.gastro.2015.06.043
25994261,Biodegradation of diesel oil by a novel microbial consortium: comparison between co-inoculation with biosurfactant-producing strain and exogenously added biosurfactants,"Mnif I, Mnif S, Sahnoun R, Maktouf S, Ayedi Y, Ellouze-Chaabouni S, Ghribi D.",Environ Sci Pollut Res Int. 2015 Oct;22(19):14852-61. doi: 10.1007/s11356-015-4488-5. Epub 2015 May 22.,Mnif I,Environ Sci Pollut Res Int,2015,2015/05/22,,,10.1007/s11356-015-4488-5
26437130,Phenolic compounds from red wine and coffee are associated with specific intestinal microorganisms in allergic subjects,"Cuervo A, Hevia A, López P, Suárez A, Diaz C, Sánchez B, Margolles A, González S.",Food Funct. 2016 Jan;7(1):104-9. doi: 10.1039/c5fo00853k.,Cuervo A,Food Funct,2016,2015/10/06,,,10.1039/c5fo00853k
21748267,Marine bacterioplankton diversity and community composition in an antarctic coastal environment,"Lo Giudice A, Caruso C, Mangano S, Bruni V, De Domenico M, Michaud L.",Microb Ecol. 2012 Jan;63(1):210-23. doi: 10.1007/s00248-011-9904-x. Epub 2011 Jul 12.,Lo Giudice A,Microb Ecol,2012,2011/07/13,,,10.1007/s00248-011-9904-x
27636701,Neither vaginal nor buccal administration of 800 μg misoprostol alters mucosal and systemic immune activation or the cervicovaginal microbiome: a pilot study,"Kalams SA, Rogers LM, Smith RM, Barnett L, Crumbo K, Sumner S, Prashad N, Rybczyk K, Milne G, Dowd SE, Chong E, Winikoff B, Aronoff DM.",Eur J Contracept Reprod Health Care. 2016 Dec;21(6):436-442. doi: 10.1080/13625187.2016.1229765. Epub 2016 Sep 16.,Kalams SA,Eur J Contracept Reprod Health Care,2016,2016/09/17,PMC5589076,NIHMS832281,10.1080/13625187.2016.1229765
24100376,VSL#3 probiotic modifies mucosal microbial composition but does not reduce colitis-associated colorectal cancer,"Arthur JC, Gharaibeh RZ, Uronis JM, Perez-Chanona E, Sha W, Tomkovich S, Mühlbauer M, Fodor AA, Jobin C.",Sci Rep. 2013 Oct 8;3:2868. doi: 10.1038/srep02868.,Arthur JC,Sci Rep,2013,2013/10/09,PMC3792409,,10.1038/srep02868
27052538,Microbial-Derived Metabolites Reflect an Altered Intestinal Microbiota during Catch-Up Growth in Undernourished Neonatal Mice,"Preidis GA, Ajami NJ, Wong MC, Bessard BC, Conner ME, Petrosino JF.",J Nutr. 2016 May;146(5):940-8. doi: 10.3945/jn.115.229179. Epub 2016 Apr 6.,Preidis GA,J Nutr,2016,2016/04/08,PMC4841929,,10.3945/jn.115.229179
21689545,Exploring bacterial diversity of endodontic microbiota by cloning and sequencing 16S rRNA,"Ribeiro AC, Matarazzo F, Faveri M, Zezell DM, Mayer MP.",J Endod. 2011 Jul;37(7):922-6. doi: 10.1016/j.joen.2011.04.007.,Ribeiro AC,J Endod,2011,2011/06/22,,,10.1016/j.joen.2011.04.007
26879940,The Influence of Time and Plant Species on the Composition of the Decomposing Bacterial Community in a Stream Ecosystem,"Wymore AS, Liu CM, Hungate BA, Schwartz E, Price LB, Whitham TG, Marks JC.",Microb Ecol. 2016 May;71(4):825-34. doi: 10.1007/s00248-016-0735-7. Epub 2016 Feb 15.,Wymore AS,Microb Ecol,2016,2016/02/17,,,10.1007/s00248-016-0735-7
24468556,Molecular characterization and analysis of bacterial diversity in Aleurocanthus woglumi (Hemiptera: Aleyrodidae),"Pandey N, Singh A, Rana VS, Rajagopal R.",Environ Entomol. 2013 Dec;42(6):1257-64. doi: 10.1603/EN13110.,Pandey N,Environ Entomol,2013,2014/01/29,,,10.1603/EN13110
23648760,A novel lignin degradation bacterial consortium for efficient pulping,"Wang Y, Liu Q, Yan L, Gao Y, Wang Y, Wang W.",Bioresour Technol. 2013 Jul;139:113-9. doi: 10.1016/j.biortech.2013.04.033. Epub 2013 Apr 13.,Wang Y,Bioresour Technol,2013,2013/05/08,,,10.1016/j.biortech.2013.04.033
23055155,Characterization of gut microbiomes in nonalcoholic steatohepatitis (NASH) patients: a connection between endogenous alcohol and NASH,"Zhu L, Baker SS, Gill C, Liu W, Alkhouri R, Baker RD, Gill SR.",Hepatology. 2013 Feb;57(2):601-9. doi: 10.1002/hep.26093. Epub 2013 Jan 8.,Zhu L,Hepatology,2013,2012/10/12,,,10.1002/hep.26093
25118043,"Contrasting diversity of epibiotic bacteria and surrounding bacterioplankton of a common submerged macrophyte, Potamogeton crispus, in freshwater lakes","He D, Ren L, Wu QL.",FEMS Microbiol Ecol. 2014 Dec;90(3):551-62. doi: 10.1111/1574-6941.12414. Epub 2014 Sep 19.,He D,FEMS Microbiol Ecol,2014,2014/08/14,,,10.1111/1574-6941.12414
26590285,From Rare to Dominant: a Fine-Tuned Soil Bacterial Bloom during Petroleum Hydrocarbon Bioremediation,"Fuentes S, Barra B, Caporaso JG, Seeger M.",Appl Environ Microbiol. 2015 Nov 20;82(3):888-96. doi: 10.1128/AEM.02625-15. Print 2016 Feb 1.,Fuentes S,Appl Environ Microbiol,2015,2015/11/22,PMC4725283,,10.1128/AEM.02625-15
23942782,Effect of Fenton reagent shock and recovery periods on anaerobic microbial community structure and degradation of chlorinated aliphatics,"Jho EH, Shin D, Turner SJ, Singhal N.",Biodegradation. 2014 Apr;25(2):253-64. doi: 10.1007/s10532-013-9657-y. Epub 2013 Aug 13.,Jho EH,Biodegradation,2014,2013/08/15,,,10.1007/s10532-013-9657-y
25916483,Conversion of Uric Acid into Ammonium in Oil-Degrading Marine Microbial Communities: a Possible Role of Halomonads,"Gertler C, Bargiela R, Mapelli F, Han X, Chen J, Hai T, Amer RA, Mahjoubi M, Malkawi H, Magagnini M, Cherif A, Abdel-Fattah YR, Kalogerakis N, Daffonchio D, Ferrer M, Golyshin PN.",Microb Ecol. 2015 Oct;70(3):724-40. doi: 10.1007/s00248-015-0606-7. Epub 2015 Apr 29.,Gertler C,Microb Ecol,2015,2015/04/29,,,10.1007/s00248-015-0606-7
29334051,"Characterization of a Highly Enriched Microbial Consortium Reductively Dechlorinating 2,3-Dichlorophenol and 2,4,6-Trichlorophenol and the Corresponding cprA Genes from River Sediment",El-Sayed WS.,Pol J Microbiol. 2016 Aug 26;65(3):341-352. doi: 10.5604/17331331.1215613.,El-Sayed WS,Pol J Microbiol,2016,2018/01/16,,,10.5604/17331331.1215613
26552974,Carriage of Enterobacteria Producing Extended-Spectrum β-Lactamases and Composition of the Gut Microbiota in an Amerindian Community,"Gosalbes MJ, Vázquez-Castellanos JF, Angebault C, Woerther PL, Ruppé E, Ferrús ML, Latorre A, Andremont A, Moya A.",Antimicrob Agents Chemother. 2015 Nov 9;60(1):507-14. doi: 10.1128/AAC.01528-15. Print 2016 Jan.,Gosalbes MJ,Antimicrob Agents Chemother,2015,2015/11/11,PMC4704183,,10.1128/AAC.01528-15
26070736,Diversity and degradation mechanism of an anaerobic bacterial community treating phenolic wastewater with sulfate as an electron acceptor,"Guo XJ, Lu ZY, Wang P, Li H, Huang ZZ, Lin KF, Liu YD.",Environ Sci Pollut Res Int. 2015 Oct;22(20):16121-32. doi: 10.1007/s11356-015-4833-8. Epub 2015 Jun 14.,Guo XJ,Environ Sci Pollut Res Int,2015,2015/06/14,,,10.1007/s11356-015-4833-8
24231030,Biofouling of reverse-osmosis membranes during tertiary wastewater desalination: microbial community composition,"Al Ashhab A, Herzberg M, Gillor O.",Water Res. 2014 Mar 1;50:341-9. doi: 10.1016/j.watres.2013.10.044. Epub 2013 Oct 31.,Al Ashhab A,Water Res,2014,2013/11/16,,,10.1016/j.watres.2013.10.044
25697553,Cometabolism of methyl tert-butyl ether by a new microbial consortium ERS,"Li S, Li D, Yan W.",Environ Sci Pollut Res Int. 2015 Jul;22(13):10196-205. doi: 10.1007/s11356-015-4211-6. Epub 2015 Feb 21.,Li S,Environ Sci Pollut Res Int,2015,2015/02/21,,,10.1007/s11356-015-4211-6
25186254,The nexus of syntrophy-associated microbiota in anaerobic digestion revealed by long-term enrichment and community survey,"Narihiro T, Nobu MK, Kim NK, Kamagata Y, Liu WT.",Environ Microbiol. 2015 May;17(5):1707-20. doi: 10.1111/1462-2920.12616. Epub 2014 Oct 24.,Narihiro T,Environ Microbiol,2015,2014/09/05,,,10.1111/1462-2920.12616
25675850,Culture-dependent and culture-independent characterization of potentially functional biphenyl-degrading bacterial community in response to extracellular organic matter from Micrococcus luteus,"Su XM, Liu YD, Hashmi MZ, Ding LX, Shen CF.",Microb Biotechnol. 2015 May;8(3):569-78. doi: 10.1111/1751-7915.12266. Epub 2015 Feb 12.,Su XM,Microb Biotechnol,2015,2015/02/14,PMC4408189,,10.1111/1751-7915.12266
23370216,Changes in microbial community structure in two anaerobic systems to treat bagasse spraying wastewater with and without addition of molasses alcohol wastewater,"Shen P, Zhang J, Zhang J, Jiang C, Tang X, Li J, Zhang M, Wu B.",Bioresour Technol. 2013 Mar;131:333-40. doi: 10.1016/j.biortech.2012.12.147. Epub 2013 Jan 3.,Shen P,Bioresour Technol,2013,2013/02/02,,,10.1016/j.biortech.2012.12.147
27528065,Increased Systolic and Diastolic Blood Pressure Is Associated With Altered Gut Microbiota Composition and Butyrate Production in Early Pregnancy,"Gomez-Arango LF, Barrett HL, McIntyre HD, Callaway LK, Morrison M, Dekker Nitert M; SPRING Trial Group.",Hypertension. 2016 Oct;68(4):974-81. doi: 10.1161/HYPERTENSIONAHA.116.07910. Epub 2016 Aug 15.,Gomez-Arango LF,Hypertension,2016,2016/08/17,,,10.1161/HYPERTENSIONAHA.116.07910
25634754,In Vitro Evaluation of Probiotic Properties of Lactic Acid Bacteria from the Gut of Labeo rohita and Catla catla,"Sahoo TK, Jena PK, Nagar N, Patel AK, Seshadri S.",Probiotics Antimicrob Proteins. 2015 Jun;7(2):126-36. doi: 10.1007/s12602-015-9184-8.,Sahoo TK,Probiotics Antimicrob Proteins,2015,2015/01/31,,,10.1007/s12602-015-9184-8
26161548,Bifidobacterium pseudocatenulatum CECT 7765 Reduces Obesity-Associated Inflammation by Restoring the Lymphocyte-Macrophage Balance and Gut Microbiota Structure in High-Fat Diet-Fed Mice,"Moya-Pérez A, Neef A, Sanz Y.",PLoS One. 2015 Jul 10;10(7):e0126976. doi: 10.1371/journal.pone.0126976. eCollection 2015.,Moya-Pérez A,PLoS One,2015,2015/07/11,PMC4498624,,10.1371/journal.pone.0126976
25873469,Phylogenetic structure of soil bacterial communities predicts ecosystem functioning,"Pérez-Valera E, Goberna M, Verdú M.",FEMS Microbiol Ecol. 2015 May;91(5):fiv031. doi: 10.1093/femsec/fiv031. Epub 2015 Mar 19.,Pérez-Valera E,FEMS Microbiol Ecol,2015,2015/04/16,,,10.1093/femsec/fiv031
22708499,Cultivation-independent identification of candidate dehalorespiring bacteria in tetrachloroethylene degradation,"Yamasaki S, Nomura N, Nakajima T, Uchiyama H.",Environ Sci Technol. 2012 Jul 17;46(14):7709-16. doi: 10.1021/es301288y. Epub 2012 Jul 3.,Yamasaki S,Environ Sci Technol,2012,2012/06/20,,,10.1021/es301288y
25581482,Microbial biogeography of drinking water: patterns in phylogenetic diversity across space and time,"Roeselers G, Coolen J, van der Wielen PW, Jaspers MC, Atsma A, de Graaf B, Schuren F.",Environ Microbiol. 2015 Jul;17(7):2505-14. doi: 10.1111/1462-2920.12739. Epub 2015 Mar 10.,Roeselers G,Environ Microbiol,2015,2015/01/13,,,10.1111/1462-2920.12739
20656022,Structural differentiation of bacterial communities in indole-degrading bioreactors under denitrifying and sulfate-reducing conditions,"Hong X, Zhang X, Liu B, Mao Y, Liu Y, Zhao L.",Res Microbiol. 2010 Oct;161(8):687-93. doi: 10.1016/j.resmic.2010.06.010. Epub 2010 Jul 23.,Hong X,Res Microbiol,2010,2010/07/27,,,10.1016/j.resmic.2010.06.010
24725825,Occurrence of Enterococcus species with virulence markers in an urban flow-influenced tropical recreational beach,"Ahmad A, Dada AC, Usup G, Heng LY.",Mar Pollut Bull. 2014 May 15;82(1-2):26-38. doi: 10.1016/j.marpolbul.2014.03.028. Epub 2014 Apr 13.,Ahmad A,Mar Pollut Bull,2014,2014/04/15,,,10.1016/j.marpolbul.2014.03.028
26950850,Chronic Psychological Stress Disrupted the Composition of the Murine Colonic Microbiota and Accelerated a Murine Model of Inflammatory Bowel Disease,"Watanabe Y, Arase S, Nagaoka N, Kawai M, Matsumoto S.",PLoS One. 2016 Mar 7;11(3):e0150559. doi: 10.1371/journal.pone.0150559. eCollection 2016.,Watanabe Y,PLoS One,2016,2016/03/08,PMC4780833,,10.1371/journal.pone.0150559
22717570,Effect of operating temperatures on the microbial community profiles in a high cell density hybrid anaerobic bioreactor,"Kundu K, Sharma S, Sreekrishnan TR.",Bioresour Technol. 2012 Aug;118:502-11. doi: 10.1016/j.biortech.2012.05.047. Epub 2012 May 18.,Kundu K,Bioresour Technol,2012,2012/06/22,,,10.1016/j.biortech.2012.05.047
29364604,[Diversity and Physiological and Biochemical Properties of Heterotrophic Bacteria. Isolated from Lake Baikal Neuston.],"Galach'yants AD, Bel'kova NL, Sukhanova EV, Romanovskaya VA, Gladka GV, Bedoshvili ED, Parfenova VV.",Mikrobiologiia. 2016 Sep;85(5):568-579.,Galach'yants AD,Mikrobiologiia,2016,2018/01/25,,,
24803003,Crop monoculture rather than agriculture reduces the spatial turnover of soil bacterial communities at a regional scale,"Figuerola EL, Guerrero LD, Türkowsky D, Wall LG, Erijman L.",Environ Microbiol. 2015 Mar;17(3):678-88. doi: 10.1111/1462-2920.12497. Epub 2014 Jun 2.,Figuerola EL,Environ Microbiol,2015,2014/05/08,,,10.1111/1462-2920.12497
23318155,Microbial diversity and dynamics during methane production from municipal solid waste,"Bareither CA, Wolfe GL, McMahon KD, Benson CH.",Waste Manag. 2013 Oct;33(10):1982-92. doi: 10.1016/j.wasman.2012.12.013. Epub 2013 Jan 12.,Bareither CA,Waste Manag,2013,2013/01/16,,,10.1016/j.wasman.2012.12.013
26066514,Vertical Distribution of Soil Denitrifying Communities in a Wet Sclerophyll Forest under Long-Term Repeated Burning,"Liu X, Chen C, Wang W, Hughes JM, Lewis T, Hou E, Shen J.",Microb Ecol. 2015 Nov;70(4):993-1003. doi: 10.1007/s00248-015-0639-y. Epub 2015 Jun 12.,Liu X,Microb Ecol,2015,2015/06/13,,,10.1007/s00248-015-0639-y
26020967,Survey of Microbial Diversity in Flood Areas during Thailand 2011 Flood Crisis Using High-Throughput Tagged Amplicon Pyrosequencing,"Mhuantong W, Wongwilaiwalin S, Laothanachareon T, Eurwilaichitr L, Tangphatsornruang S, Boonchayaanant B, Limpiyakorn T, Pattaragulwanit K, Punmatharith T, McEvoy J, Khan E, Rachakornkij M, Champreda V.",PLoS One. 2015 May 28;10(5):e0128043. doi: 10.1371/journal.pone.0128043. eCollection 2015.,Mhuantong W,PLoS One,2015,2015/05/29,PMC4447364,,10.1371/journal.pone.0128043
25625578,Bacterial community structure associated with elective cesarean section versus vaginal delivery in Chinese newborns,"Liu D, Yu J, Li L, Ai Q, Feng J, Song C, Li H.",J Pediatr Gastroenterol Nutr. 2015 Feb;60(2):240-6. doi: 10.1097/MPG.0000000000000606.,Liu D,J Pediatr Gastroenterol Nutr,2015,2015/01/28,,,10.1097/MPG.0000000000000606
28056367,"Bacterial community structure in simultaneous nitrification, denitrification and organic matter removal process treating saline mustard tuber wastewater as revealed by 16S rRNA sequencing","Wang J, Gong B, Huang W, Wang Y, Zhou J.",Bioresour Technol. 2017 Mar;228:31-38. doi: 10.1016/j.biortech.2016.12.071. Epub 2016 Dec 23.,Wang J,Bioresour Technol,2017,2017/01/06,,,10.1016/j.biortech.2016.12.071
23880441,Metagenome analyses reveal the influence of the inoculant Lactobacillus buchneri CD034 on the microbial community involved in grass ensiling,"Eikmeyer FG, Köfinger P, Poschenel A, Jünemann S, Zakrzewski M, Heinl S, Mayrhuber E, Grabherr R, Pühler A, Schwab H, Schlüter A.",J Biotechnol. 2013 Sep 10;167(3):334-43. doi: 10.1016/j.jbiotec.2013.07.021. Epub 2013 Jul 20.,Eikmeyer FG,J Biotechnol,2013,2013/07/25,,,10.1016/j.jbiotec.2013.07.021
24112537,Pyrosequencing-based profiling of archaeal and bacterial 16S rRNA genes identifies a novel archaeon associated with black band disease in corals,"Sato Y, Willis BL, Bourne DG.",Environ Microbiol. 2013 Nov;15(11):2994-3007. doi: 10.1111/1462-2920.12256. Epub 2013 Sep 24.,Sato Y,Environ Microbiol,2013,2013/10/12,,,10.1111/1462-2920.12256
24040152,Small intestinal nematode infection of mice is associated with increased enterobacterial loads alongside the intestinal tract,"Rausch S, Held J, Fischer A, Heimesaat MM, Kühl AA, Bereswill S, Hartmann S.",PLoS One. 2013 Sep 10;8(9):e74026. doi: 10.1371/journal.pone.0074026. eCollection 2013.,Rausch S,PLoS One,2013,2013/09/17,PMC3769368,,10.1371/journal.pone.0074026
26905741,Microbial succession in response to pollutants in batch-enrichment culture,"Jiao S, Chen W, Wang E, Wang J, Liu Z, Li Y, Wei G.",Sci Rep. 2016 Feb 24;6:21791. doi: 10.1038/srep21791.,Jiao S,Sci Rep,2016,2016/02/25,PMC4764846,,10.1038/srep21791
26686075,Decontamination of heavy metal laden sewage sludge with simultaneous solids reduction using thermophilic sulfur and ferrous oxidizing species,"Mehrotra A, Kundu K, Sreekrishnan TR.",J Environ Manage. 2016 Feb 1;167:228-35. doi: 10.1016/j.jenvman.2015.11.004.,Mehrotra A,J Environ Manage,2016,2015/12/22,,,10.1016/j.jenvman.2015.11.004
25387008,Bacterial endophytic communities in the grapevine depend on pest management,"Campisano A, Antonielli L, Pancher M, Yousaf S, Pindo M, Pertot I.",PLoS One. 2014 Nov 11;9(11):e112763. doi: 10.1371/journal.pone.0112763. eCollection 2014.,Campisano A,PLoS One,2014,2014/11/12,PMC4227848,,10.1371/journal.pone.0112763
21729245,In situ analysis of multispecies biofilm formation on customized titanium surfaces,"Fröjd V, Chávez de Paz L, Andersson M, Wennerberg A, Davies JR, Svensäter G.",Mol Oral Microbiol. 2011 Aug;26(4):241-52. doi: 10.1111/j.2041-1014.2011.00610.x. Epub 2011 Apr 11.,Fröjd V,Mol Oral Microbiol,2011,2011/07/07,,,10.1111/j.2041-1014.2011.00610.x
27470275,"Structural and Kinetic Characteristics of 1,4-Dioxane-Degrading Bacterial Consortia Containing the Phylum TM7","Nam JH, Ventura JS, Yeom IT, Lee Y, Jahng D.",J Microbiol Biotechnol. 2016 Nov 28;26(11):1951-1964. doi: 10.4014/jmb.1601.01095.,Nam JH,J Microbiol Biotechnol,2016,2016/07/30,,,10.4014/jmb.1601.01095
27706585,Effect of domestication on microorganism diversity and anaerobic digestion of food waste,"Bi SJ, Hong XJ, Wang GX, Li Y, Gao YM, Yan L, Wang YJ, Wang WD.",Genet Mol Res. 2016 Aug 19;15(3). doi: 10.4238/gmr.15038417.,Bi SJ,Genet Mol Res,2016,2016/10/06,,,10.4238/gmr.15038417
24982315,Propionibacterium acnes: from commensal to opportunistic biofilm-associated implant pathogen,"Achermann Y, Goldstein EJ, Coenye T, Shirtliff ME.",Clin Microbiol Rev. 2014 Jul;27(3):419-40. doi: 10.1128/CMR.00092-13.,Achermann Y,Clin Microbiol Rev,2014,2014/07/02,PMC4135900,,10.1128/CMR.00092-13
22177666,Evaluation of bacterial contaminants found on unused paper towels and possible postcontamination after handwashing: a pilot study,"Gendron LM, Trudel L, Moineau S, Duchaine C.",Am J Infect Control. 2012 Mar;40(2):e5-9. doi: 10.1016/j.ajic.2011.07.007. Epub 2011 Dec 16.,Gendron LM,Am J Infect Control,2012,2011/12/20,,,10.1016/j.ajic.2011.07.007
24612325,Distribution of a consortium between unicellular algae and the N2 fixing cyanobacterium UCYN-A in the North Atlantic Ocean,"Krupke A, Lavik G, Halm H, Fuchs BM, Amann RI, Kuypers MM.",Environ Microbiol. 2014 Oct;16(10):3153-67. doi: 10.1111/1462-2920.12431. Epub 2014 Apr 17.,Krupke A,Environ Microbiol,2014,2014/03/12,,,10.1111/1462-2920.12431
26848182,Oral versus intravenous iron replacement therapy distinctly alters the gut microbiota and metabolome in patients with IBD,"Lee T, Clavel T, Smirnov K, Schmidt A, Lagkouvardos I, Walker A, Lucio M, Michalke B, Schmitt-Kopplin P, Fedorak R, Haller D.",Gut. 2017 May;66(5):863-871. doi: 10.1136/gutjnl-2015-309940. Epub 2016 Feb 4.,Lee T,Gut,2017,2016/02/06,PMC5531225,,10.1136/gutjnl-2015-309940
27258373,Effects of Diets Supplemented with Ensiled Mulberry Leaves and Sun-Dried Mulberry Fruit Pomace on the Ruminal Bacterial and Archaeal Community Composition of Finishing Steers,"Niu Y, Meng Q, Li S, Ren L, Zhou B, Schonewille T, Zhou Z.",PLoS One. 2016 Jun 3;11(6):e0156836. doi: 10.1371/journal.pone.0156836. eCollection 2016.,Niu Y,PLoS One,2016,2016/06/04,PMC4892645,,10.1371/journal.pone.0156836
23295067,Psychrophilic anaerobic membrane bioreactor treatment of domestic wastewater,"Smith AL, Skerlos SJ, Raskin L.",Water Res. 2013 Mar 15;47(4):1655-65. doi: 10.1016/j.watres.2012.12.028. Epub 2012 Dec 22.,Smith AL,Water Res,2013,2013/01/09,,,10.1016/j.watres.2012.12.028
21183646,Accessing the soil metagenome for studies of microbial diversity,"Delmont TO, Robe P, Cecillon S, Clark IM, Constancias F, Simonet P, Hirsch PR, Vogel TM.",Appl Environ Microbiol. 2011 Feb;77(4):1315-24. doi: 10.1128/AEM.01526-10. Epub 2010 Dec 23.,Delmont TO,Appl Environ Microbiol,2011,2010/12/25,PMC3067229,,10.1128/AEM.01526-10
25887567,Correlates of the molecular vaginal microbiota composition of African women,"Gautam R, Borgdorff H, Jespers V, Francis SC, Verhelst R, Mwaura M, Delany-Moretlwe S, Ndayisaba G, Kyongo JK, Hardy L, Menten J, Crucitti T, Tsivtsivadze E, Schuren F, van de Wijgert JH; Vaginal Biomarkers Study Group.",BMC Infect Dis. 2015 Feb 21;15:86. doi: 10.1186/s12879-015-0831-1.,Gautam R,BMC Infect Dis,2015,2015/04/19,PMC4343073,,10.1186/s12879-015-0831-1
27294381,A survey of biofilms on wastewater aeration diffusers suggests bacterial community composition and function vary by substrate type and time,"Noble PA, Park HD, Olson BH, Asvapathanagul P, Hunter MC, Garrido-Baserba M, Lee SH, Rosso D.",Appl Microbiol Biotechnol. 2016 Jul;100(14):6361-6373. doi: 10.1007/s00253-016-7604-7. Epub 2016 Jun 13.,Noble PA,Appl Microbiol Biotechnol,2016,2016/06/14,,,10.1007/s00253-016-7604-7
27058913,Preparation of metal-resistant immobilized sulfate reducing bacteria beads for acid mine drainage treatment,"Zhang M, Wang H, Han X.",Chemosphere. 2016 Jul;154:215-223. doi: 10.1016/j.chemosphere.2016.03.103. Epub 2016 Apr 6.,Zhang M,Chemosphere,2016,2016/04/09,,,10.1016/j.chemosphere.2016.03.103
