PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31160269","The gut microbiome and epilepsy","Dahlin M, Prast-Nielsen S.","EBioMedicine. 2019 Jun;44:741-746. doi: 10.1016/j.ebiom.2019.05.024. Epub 2019 May 31.","Dahlin M","EBioMedicine","2019","2019/06/05","PMC6604367","","10.1016/j.ebiom.2019.05.024"
"29662960","Impact of Oral Hygiene Discontinuation on Supragingival and Salivary Microbiomes","Belstrøm D, Sembler-Møller ML, Grande MA, Kirkby N, Cotton SL, Paster BJ, Twetman S, Holmstrup P.","JDR Clin Trans Res. 2018 Jan;3(1):57-64. doi: 10.1177/2380084417723625. Epub 2017 Jul 31.","Belstrøm D","JDR Clin Trans Res","2018","2018/04/18","PMC5896869","","10.1177/2380084417723625"
"32184365","Consumption of Fermented Foods Is Associated with Systematic Differences in the Gut Microbiome and Metabolome","Taylor BC, Lejzerowicz F, Poirel M, Shaffer JP, Jiang L, Aksenov A, Litwin N, Humphrey G, Martino C, Miller-Montgomery S, Dorrestein PC, Veiga P, Song SJ, McDonald D, Derrien M, Knight R.","mSystems. 2020 Mar 17;5(2):e00901-19. doi: 10.1128/mSystems.00901-19.","Taylor BC","mSystems","2020","2020/03/19","","","10.1128/mSystems.00901-19"
"31126949","Response of Beef Cattle Fecal Microbiota to Grazing on Toxic Tall Fescue","Mote RS, Hill NS, Skarlupka JH, Turner ZB, Sanders ZP, Jones DP, Suen G, Filipov NM.","Appl Environ Microbiol. 2019 Jul 18;85(15):e00032-19. doi: 10.1128/AEM.00032-19. Print 2019 Aug 1.","Mote RS","Appl Environ Microbiol","2019","2019/05/26","PMC6643230","","10.1128/AEM.00032-19"
"31640771","The composition and functional protein subsystems of the human nasal microbiome in granulomatosis with polyangiitis: a pilot study","Wagner J, Harrison EM, Martinez Del Pero M, Blane B, Mayer G, Leierer J, Gopaluni S, Holmes MA, Parkhill J, Peacock SJ, Jayne DRW, Kronbichler A.","Microbiome. 2019 Oct 22;7(1):137. doi: 10.1186/s40168-019-0753-z.","Wagner J","Microbiome","2019","2019/10/24","PMC6806544","","10.1186/s40168-019-0753-z"
"29963017","Oral Delivery of Nisin in Resistant Starch Based Matrices Alters the Gut Microbiota in Mice","Gough R, Cabrera Rubio R, O'Connor PM, Crispie F, Brodkorb A, Miao S, Hill C, Ross RP, Cotter PD, Nilaweera KN, Rea MC.","Front Microbiol. 2018 Jun 15;9:1186. doi: 10.3389/fmicb.2018.01186. eCollection 2018.","Gough R","Front Microbiol","2018","2018/07/03","PMC6013561","","10.3389/fmicb.2018.01186"
"29487856","Effect of Feeding Bacillus subtilis Spores to Broilers Challenged with Salmonella enterica serovar Heidelberg Brazilian Strain UFPR1 on Performance, Immune Response, and Gut Health","Hayashi RM, Lourenço MC, Kraieski AL, Araujo RB, Gonzalez-Esquerra R, Leonardecz E, da Cunha AF, Carazzolle MF, Monzani PS, Santin E.","Front Vet Sci. 2018 Feb 13;5:13. doi: 10.3389/fvets.2018.00013. eCollection 2018.","Hayashi RM","Front Vet Sci","2018","2018/03/01","PMC5816941","","10.3389/fvets.2018.00013"
"32209720","Sex Bias in Gut Microbiome Transmission in Newly Paired Marmosets (Callithrix jacchus)","Zhu L, Clayton JB, Suhr Van Haute MJ, Yang Q, Hassenstab HR, Mustoe AC, Knights D, Benson AK, French JA.","mSystems. 2020 Mar 24;5(2):e00910-19. doi: 10.1128/mSystems.00910-19.","Zhu L","mSystems","2020","2020/03/27","PMC7093826","","10.1128/mSystems.00910-19"
"32312972","Stochasticity constrained by deterministic effects of diet and age drive rumen microbiome assembly dynamics","Furman O, Shenhav L, Sasson G, Kokou F, Honig H, Jacoby S, Hertz T, Cordero OX, Halperin E, Mizrahi I.","Nat Commun. 2020 Apr 20;11(1):1904. doi: 10.1038/s41467-020-15652-8.","Furman O","Nat Commun","2020","2020/04/22","PMC7170844","","10.1038/s41467-020-15652-8"
"32313127","Regulatory relationship between quality variation and environment of Cistanche deserticola in three ecotypes based on soil microbiome analysis","Sun X, Zhang L, Pei J, Huang LF.","Sci Rep. 2020 Apr 20;10(1):6662. doi: 10.1038/s41598-020-63607-2.","Sun X","Sci Rep","2020","2020/04/22","PMC7170941","","10.1038/s41598-020-63607-2"
"29896566","Intermittent Hypoxia and Hypercapnia, a Hallmark of Obstructive Sleep Apnea, Alters the Gut Microbiome and Metabolome","Tripathi A, Melnik AV, Xue J, Poulsen O, Meehan MJ, Humphrey G, Jiang L, Ackermann G, McDonald D, Zhou D, Knight R, Dorrestein PC, Haddad GG.","mSystems. 2018 Jun 5;3(3):e00020-18. doi: 10.1128/mSystems.00020-18. eCollection 2018 May-Jun.","Tripathi A","mSystems","2018","2018/06/14","PMC5989129","","10.1128/mSystems.00020-18"
"32153142","Characterization and comparison of the bacterial microbiota in different gastrointestinal tract compartments of Mongolian horses","Su S, Zhao Y, Liu Z, Liu G, Du M, Wu J, Bai D, Li B, Bou G, Zhang X, Dugarjaviin M.","Microbiologyopen. 2020 Mar 9:e1020. doi: 10.1002/mbo3.1020. Online ahead of print.","Su S","Microbiologyopen","2020","2020/03/11","","","10.1002/mbo3.1020"
"30641975","Socioeconomic Status and the Gut Microbiome: A TwinsUK Cohort Study","Bowyer RCE, Jackson MA, Le Roy CI, Ni Lochlainn M, Spector TD, Dowd JB, Steves CJ.","Microorganisms. 2019 Jan 11;7(1):17. doi: 10.3390/microorganisms7010017.","Bowyer RCE","Microorganisms","2019","2019/01/16","PMC6351927","","10.3390/microorganisms7010017"
"31156603","Shifts in the Composition of the Microbiota of Stored Wheat Grains in Response to Fumigation","Solanki MK, Abdelfattah A, Britzi M, Zakin V, Wisniewski M, Droby S, Sionov E.","Front Microbiol. 2019 May 17;10:1098. doi: 10.3389/fmicb.2019.01098. eCollection 2019.","Solanki MK","Front Microbiol","2019","2019/06/04","PMC6533538","","10.3389/fmicb.2019.01098"
"30035234","Balances: a New Perspective for Microbiome Analysis","Rivera-Pinto J, Egozcue JJ, Pawlowsky-Glahn V, Paredes R, Noguera-Julian M, Calle ML.","mSystems. 2018 Jul 17;3(4):e00053-18. doi: 10.1128/mSystems.00053-18. eCollection 2018 Jul-Aug.","Rivera-Pinto J","mSystems","2018","2018/07/24","PMC6050633","","10.1128/mSystems.00053-18"
"30150973","The Microbial Landscape of Sea Stars and the Anatomical and Interspecies Variability of Their Microbiome","Jackson EW, Pepe-Ranney C, Debenport SJ, Buckley DH, Hewson I.","Front Microbiol. 2018 Aug 13;9:1829. doi: 10.3389/fmicb.2018.01829. eCollection 2018.","Jackson EW","Front Microbiol","2018","2018/08/29","PMC6099117","","10.3389/fmicb.2018.01829"
"31417518","Microbiota in Human Periodontal Abscess Revealed by 16S rDNA Sequencing","Chen J, Wu X, Zhu D, Xu M, Yu Y, Yu L, Zhang W.","Front Microbiol. 2019 Jul 30;10:1723. doi: 10.3389/fmicb.2019.01723. eCollection 2019.","Chen J","Front Microbiol","2019","2019/08/17","PMC6682650","","10.3389/fmicb.2019.01723"
"32117315","Murine Gut Microbiome Association With APOE Alleles","Parikh IJ, Estus JL, Zajac DJ, Malik M, Maldonado Weng J, Tai LM, Chlipala GE, LaDu MJ, Green SJ, Estus S.","Front Immunol. 2020 Feb 14;11:200. doi: 10.3389/fimmu.2020.00200. eCollection 2020.","Parikh IJ","Front Immunol","2020","2020/03/03","PMC7034241","","10.3389/fimmu.2020.00200"
"32387495","Aspirin Reduces Colorectal Tumor Development in Mice and Gut Microbes Reduce its Bioavailability and Chemopreventive Effects","Zhao R, Coker OO, Wu J, Zhou Y, Zhao L, Nakatsu G, Bian X, Wei H, Chan AW, Sung JJ, Chan FK, El-Omar E, Yu J.","Gastroenterology. 2020 May 5:S0016-5085(20)30596-5. doi: 10.1053/j.gastro.2020.05.004. Online ahead of print.","Zhao R","Gastroenterology","2020","2020/05/11","","","10.1053/j.gastro.2020.05.004"
"32185109","Diversity of fall armyworm, Spodoptera frugiperda and their gut bacterial community in Kenya","Gichuhi J, Sevgan S, Khamis F, Van den Berg J, du Plessis H, Ekesi S, Herren JK.","PeerJ. 2020 Mar 5;8:e8701. doi: 10.7717/peerj.8701. eCollection 2020.","Gichuhi J","PeerJ","2020","2020/03/19","PMC7060952","","10.7717/peerj.8701"
"31474952","Salt-Tolerant Halophyte Rhizosphere Bacteria Stimulate Growth of Alfalfa in Salty Soil","Kearl J, McNary C, Lowman JS, Mei C, Aanderud ZT, Smith ST, West J, Colton E, Hamson M, Nielsen BL.","Front Microbiol. 2019 Aug 14;10:1849. doi: 10.3389/fmicb.2019.01849. eCollection 2019.","Kearl J","Front Microbiol","2019","2019/09/03","PMC6702273","","10.3389/fmicb.2019.01849"
"30145864","WITHDRAWN:Microbiota transplantation modifies the microfloras of the ileum and the cecum in broiler chickens: a study based on 16S rRNA sequence analysis","She Y, Cai H, Liu G.","Asian-Australas J Anim Sci. 2018 Aug 27. doi: 10.5713/ajas.18.0466. Online ahead of print.","She Y","Asian-Australas J Anim Sci","2018","2018/08/28","","","10.5713/ajas.18.0466"
"30181895","Comparisons of gut microbiota profiles in wild-type and gelatinase B/matrix metalloproteinase-9-deficient mice in acute DSS-induced colitis","de Bruyn M, Sabino J, Vandeputte D, Vermeire S, Raes J, Opdenakker G.","NPJ Biofilms Microbiomes. 2018 Sep 3;4:18. doi: 10.1038/s41522-018-0059-0. eCollection 2018.","de Bruyn M","NPJ Biofilms Microbiomes","2018","2018/09/06","PMC6120875","","10.1038/s41522-018-0059-0"
"30186844","Evaluation of the Epithelial Barrier Function and Ileal Microbiome in an Established Necrotic Enteritis Challenge Model in Broiler Chickens","Latorre JD, Adhikari B, Park SH, Teague KD, Graham LE, Mahaffey BD, Baxter MFA, Hernandez-Velasco X, Kwon YM, Ricke SC, Bielke LR, Hargis BM, Tellez G.","Front Vet Sci. 2018 Aug 21;5:199. doi: 10.3389/fvets.2018.00199. eCollection 2018.","Latorre JD","Front Vet Sci","2018","2018/09/07","PMC6110846","","10.3389/fvets.2018.00199"
"31281535","Combination Therapy of TGF-β Blockade and Commensal-derived Probiotics Provides Enhanced Antitumor Immune Response and Tumor Suppression","Shi L, Sheng J, Wang M, Luo H, Zhu J, Zhang B, Liu Z, Yang X.","Theranostics. 2019 May 31;9(14):4115-4129. doi: 10.7150/thno.35131. eCollection 2019.","Shi L","Theranostics","2019","2019/07/09","PMC6592171","","10.7150/thno.35131"
"32331348","The Response of the Soil Microbiota to Long-Term Mineral and Organic Nitrogen Fertilization is Stronger in the Bulk Soil than in the Rhizosphere","Cardinale M, Ratering S, Sadeghi A, Pokhrel S, Honermeier B, Schnell S.","Genes (Basel). 2020 Apr 22;11(4):456. doi: 10.3390/genes11040456.","Cardinale M","Genes (Basel)","2020","2020/04/26","PMC7230438","","10.3390/genes11040456"
"30805246","Diverse microbial communities hosted by the model carnivorous pitcher plant Sarracenia purpurea: analysis of both bacterial and eukaryotic composition across distinct host plant populations","Grothjan JJ, Young EB.","PeerJ. 2019 Feb 18;7:e6392. doi: 10.7717/peerj.6392. eCollection 2019.","Grothjan JJ","PeerJ","2019","2019/02/27","PMC6383556","","10.7717/peerj.6392"
"30831460","A decrease in iron availability to human gut microbiome reduces the growth of potentially pathogenic gut bacteria; an in vitro colonic fermentation study","Parmanand BA, Kellingray L, Le Gall G, Basit AW, Fairweather-Tait S, Narbad A.","J Nutr Biochem. 2019 May;67:20-27. doi: 10.1016/j.jnutbio.2019.01.010. Epub 2019 Jan 27.","Parmanand BA","J Nutr Biochem","2019","2019/03/05","PMC6546957","","10.1016/j.jnutbio.2019.01.010"
"31911822","Microbial imbalance in inflammatory bowel disease patients at different taxonomic levels","Alam MT, Amos GCA, Murphy ARJ, Murch S, Wellington EMH, Arasaradnam RP.","Gut Pathog. 2020 Jan 4;12:1. doi: 10.1186/s13099-019-0341-6. eCollection 2020.","Alam MT","Gut Pathog","2020","2020/01/09","PMC6942256","","10.1186/s13099-019-0341-6"
"32476923","A common microbial signature is present in the lower airways of interstitial lung diseases including sarcoidosis","Valeria D, Giorgio C, Vincenza P, Livio GM, Irene P, Marialuisa B, Alessandro S.","Sarcoidosis Vasc Diffuse Lung Dis. 2018;35(4):354-362. doi: 10.36141/svdld.v35i4.7061. Epub 2020 Mar 9.","Valeria D","Sarcoidosis Vasc Diffuse Lung Dis","2018","2020/06/02","PMC7170129","","10.36141/svdld.v35i4.7061"
"32040467","Metagenomic investigation of bacteria associated with dental lesions: a cross-sectional study","Kazemtabrizi A, Haddadi A, Shavandi M, Harzandi N.","Med Oral Patol Oral Cir Bucal. 2020 Mar 1;25(2):e240-e251. doi: 10.4317/medoral.23326.","Kazemtabrizi A","Med Oral Patol Oral Cir Bucal","2020","2020/02/11","PMC7103443","","10.4317/medoral.23326"
"32408567","Cloacal Swabs Are Unreliable Sources for Estimating Lower Gastro-Intestinal Tract Microbiota Membership and Structure in Broiler Chickens","Williams T, Athrey G.","Microorganisms. 2020 May 12;8(5):E718. doi: 10.3390/microorganisms8050718.","Williams T","Microorganisms","2020","2020/05/16","","","10.3390/microorganisms8050718"
"31281293","Ecological Functions of Agricultural Soil Bacteria and Microeukaryotes in Chitin Degradation: A Case Study","Wieczorek AS, Schmidt O, Chatzinotas A, von Bergen M, Gorissen A, Kolb S.","Front Microbiol. 2019 Jun 20;10:1293. doi: 10.3389/fmicb.2019.01293. eCollection 2019.","Wieczorek AS","Front Microbiol","2019","2019/07/09","PMC6596343","","10.3389/fmicb.2019.01293"
"29629420","Exploring Linkages between Taxonomic and Functional Profiles of the Human Microbiome","Langille MGI.","mSystems. 2018 Mar 27;3(2):e00163-17. doi: 10.1128/mSystems.00163-17. eCollection 2018 Mar-Apr.","Langille MGI","mSystems","2018","2018/04/10","PMC5881027","","10.1128/mSystems.00163-17"
"31750624","Oral microbial community composition is associated with pancreatic cancer: A case-control study in Iran","Vogtmann E, Han Y, Caporaso JG, Bokulich N, Mohamadkhani A, Moayyedkazemi A, Hua X, Kamangar F, Wan Y, Suman S, Zhu B, Hutchinson A, Dagnall C, Jones K, Hicks B, Shi J, Malekzadeh R, Abnet CC, Pourshams A.","Cancer Med. 2020 Jan;9(2):797-806. doi: 10.1002/cam4.2660. Epub 2019 Nov 21.","Vogtmann E","Cancer Med","2020","2019/11/22","PMC6970053","","10.1002/cam4.2660"
"32158434","Consequences of Domestication on Gut Microbiome: A Comparative Study Between Wild Gaur and Domestic Mithun","Prabhu VR, Wasimuddin, Kamalakkannan R, Arjun MS, Nagarajan M.","Front Microbiol. 2020 Feb 25;11:133. doi: 10.3389/fmicb.2020.00133. eCollection 2020.","Prabhu VR","Front Microbiol","2020","2020/03/12","PMC7051944","","10.3389/fmicb.2020.00133"
"31758659","Ethyl-N-dodecanoyl-l-arginate hydrochloride combats pathogens with low-resistance generation by membrane attack and modifies gut microbiota structure","Shao T, Fan T, Tang W, Sun Y, Gao S, Chen H, Sun Z, Liu M, Yi Z.","Microb Biotechnol. 2020 May;13(3):722-737. doi: 10.1111/1751-7915.13514. Epub 2019 Nov 22.","Shao T","Microb Biotechnol","2020","2019/11/24","PMC7111106","","10.1111/1751-7915.13514"
"29379536","Bifidobacteria and lactobacilli in the gut microbiome of children with non-alcoholic fatty liver disease: which strains act as health players?","Nobili V, Putignani L, Mosca A, Chierico FD, Vernocchi P, Alisi A, Stronati L, Cucchiara S, Toscano M, Drago L.","Arch Med Sci. 2018 Jan;14(1):81-87. doi: 10.5114/aoms.2016.62150. Epub 2016 Sep 6.","Nobili V","Arch Med Sci","2018","2018/01/31","PMC5778421","","10.5114/aoms.2016.62150"
"31690798","Rectal swabs are a reliable proxy for faecal samples in infant gut microbiota research based on 16S-rRNA sequencing","Reyman M, van Houten MA, Arp K, Sanders EAM, Bogaert D.","Sci Rep. 2019 Nov 5;9(1):16072. doi: 10.1038/s41598-019-52549-z.","Reyman M","Sci Rep","2019","2019/11/07","PMC6831562","","10.1038/s41598-019-52549-z"
"31727922","Fecal microbiome signatures of pancreatic cancer patients","Half E, Keren N, Reshef L, Dorfman T, Lachter I, Kluger Y, Reshef N, Knobler H, Maor Y, Stein A, Konikoff FM, Gophna U.","Sci Rep. 2019 Nov 14;9(1):16801. doi: 10.1038/s41598-019-53041-4.","Half E","Sci Rep","2019","2019/11/16","PMC6856127","","10.1038/s41598-019-53041-4"
"30320222","Fecal Microbiota Transplantation Beneficially Regulates Intestinal Mucosal Autophagy and Alleviates Gut Barrier Injury","Cheng S, Ma X, Geng S, Jiang X, Li Y, Hu L, Li J, Wang Y, Han X.","mSystems. 2018 Oct 9;3(5):e00137-18. doi: 10.1128/mSystems.00137-18. eCollection 2018 Sep-Oct.","Cheng S","mSystems","2018","2018/10/16","PMC6178585","","10.1128/mSystems.00137-18"
"30846803","Intensity of Nosema ceranae infection is associated with specific honey bee gut bacteria and weakly associated with gut microbiome structure","Rubanov A, Russell KA, Rothman JA, Nieh JC, McFrederick QS.","Sci Rep. 2019 Mar 7;9(1):3820. doi: 10.1038/s41598-019-40347-6.","Rubanov A","Sci Rep","2019","2019/03/09","PMC6405881","","10.1038/s41598-019-40347-6"
"32169076","Profiling the Salivary microbiome of the Qatari population","Murugesan S, Al Ahmad SF, Singh P, Saadaoui M, Kumar M, Al Khodor S.","J Transl Med. 2020 Mar 14;18(1):127. doi: 10.1186/s12967-020-02291-2.","Murugesan S","J Transl Med","2020","2020/03/15","PMC7071716","","10.1186/s12967-020-02291-2"
"32265895","Spatio-Temporal and Cultivar-Dependent Variations in the Cannabis Microbiome","Comeau D, Novinscak A, Joly DL, Filion M.","Front Microbiol. 2020 Mar 24;11:491. doi: 10.3389/fmicb.2020.00491. eCollection 2020.","Comeau D","Front Microbiol","2020","2020/04/09","PMC7105690","","10.3389/fmicb.2020.00491"
"29632519","A Bayesian Semiparametric Regression Model for Joint Analysis of Microbiome Data","Lee J, Sison-Mangus M.","Front Microbiol. 2018 Mar 26;9:522. doi: 10.3389/fmicb.2018.00522. eCollection 2018.","Lee J","Front Microbiol","2018","2018/04/11","PMC5879107","","10.3389/fmicb.2018.00522"
"32039040","Molecular Characterization of Circulating Microbiome Signatures in Rheumatoid Arthritis","Hammad DBM, Hider SL, Liyanapathirana VC, Tonge DP.","Front Cell Infect Microbiol. 2020 Jan 22;9:440. doi: 10.3389/fcimb.2019.00440. eCollection 2019.","Hammad DBM","Front Cell Infect Microbiol","2020","2020/02/11","PMC6987042","","10.3389/fcimb.2019.00440"
"32351901","Saliva Microbiome Changes in Patients With Periodontitis With and Without Chronic Obstructive Pulmonary Disease","Lin M, Li X, Wang J, Cheng C, Zhang T, Han X, Song Y, Wang Z, Wang S.","Front Cell Infect Microbiol. 2020 Apr 15;10:124. doi: 10.3389/fcimb.2020.00124. eCollection 2020.","Lin M","Front Cell Infect Microbiol","2020","2020/05/01","PMC7175749","","10.3389/fcimb.2020.00124"
"32028889","Repeated inoculation with fresh rumen fluid before or during weaning modulates the microbiota composition and co-occurrence of the rumen and colon of lambs","Yu S, Zhang G, Liu Z, Wu P, Yu Z, Wang J.","BMC Microbiol. 2020 Feb 7;20(1):29. doi: 10.1186/s12866-020-1716-z.","Yu S","BMC Microbiol","2020","2020/02/08","PMC7006167","","10.1186/s12866-020-1716-z"
"32235410","Bifidobacterium breve UCC2003 Exopolysaccharide Modulates the Early Life Microbiota by Acting as a Potential Dietary Substrate","Püngel D, Treveil A, Dalby MJ, Caim S, Colquhoun IJ, Booth C, Ketskemety J, Korcsmaros T, van Sinderen D, Lawson MA, Hall LJ.","Nutrients. 2020 Mar 29;12(4):948. doi: 10.3390/nu12040948.","Püngel D","Nutrients","2020","2020/04/03","PMC7231044","","10.3390/nu12040948"
"31332740","Defining microbial biomarkers for risk of preterm labor","de Freitas AS, Dobbler PCT, Mai V, Procianoy RS, Silveira RC, Corso AL, Roesch LFW.","Braz J Microbiol. 2020 Mar;51(1):151-159. doi: 10.1007/s42770-019-00118-x. Epub 2019 Jul 22.","de Freitas AS","Braz J Microbiol","2020","2019/07/24","PMC7058777","","10.1007/s42770-019-00118-x"
"31636626","Analysis of the Gut Microbiome of Wild and Captive Père David's Deer","Sun CH, Liu HY, Liu B, Yuan BD, Lu CH.","Front Microbiol. 2019 Oct 4;10:2331. doi: 10.3389/fmicb.2019.02331. eCollection 2019.","Sun CH","Front Microbiol","2019","2019/10/23","PMC6787558","","10.3389/fmicb.2019.02331"
"30949531","The Association Between the Developing Nasal Microbiota of Hospitalized Neonates and Staphylococcus aureus Colonization","Khamash DF, Mongodin EF, White JR, Voskertchian A, Hittle L, Colantuoni E, Milstone AM.","Open Forum Infect Dis. 2019 Mar 21;6(4):ofz062. doi: 10.1093/ofid/ofz062. eCollection 2019 Apr.","Khamash DF","Open Forum Infect Dis","2019","2019/04/06","PMC6441571","","10.1093/ofid/ofz062"
"31824755","The effect of diet on the structure of gut bacterial community of sympatric pair of whitefishes (Coregonus lavaretus): one story more","Solovyev MM, Kashinskaya EN, Bochkarev NA, Andree KB, Simonov E.","PeerJ. 2019 Dec 3;7:e8005. doi: 10.7717/peerj.8005. eCollection 2019.","Solovyev MM","PeerJ","2019","2019/12/12","PMC6896945","","10.7717/peerj.8005"
"31952472","Warming-induced permafrost thaw exacerbates tundra soil carbon decomposition mediated by microbial community","Feng J, Wang C, Lei J, Yang Y, Yan Q, Zhou X, Tao X, Ning D, Yuan MM, Qin Y, Shi ZJ, Guo X, He Z, Van Nostrand JD, Wu L, Bracho-Garillo RG, Penton CR, Cole JR, Konstantinidis KT, Luo Y, Schuur EAG, Tiedje JM, Zhou J.","Microbiome. 2020 Jan 17;8(1):3. doi: 10.1186/s40168-019-0778-3.","Feng J","Microbiome","2020","2020/01/19","PMC6969446","","10.1186/s40168-019-0778-3"
"32245419","Dysbiosis of saliva microbiome in patients with oral lichen planus","Yu FY, Wang QQ, Li M, Cheng YH, Cheng YL, Zhou Y, Yang X, Zhang F, Ge X, Zhao B, Ren XY.","BMC Microbiol. 2020 Apr 3;20(1):75. doi: 10.1186/s12866-020-01733-7.","Yu FY","BMC Microbiol","2020","2020/04/05","PMC7118920","","10.1186/s12866-020-01733-7"
"30237795","Bacterial Communities in the Womb During Healthy Pregnancy","Zhu L, Luo F, Hu W, Han Y, Wang Y, Zheng H, Guo X, Qin J.","Front Microbiol. 2018 Sep 6;9:2163. doi: 10.3389/fmicb.2018.02163. eCollection 2018.","Zhu L","Front Microbiol","2018","2018/09/22","PMC6135892","","10.3389/fmicb.2018.02163"
"32164774","Deep-sea corals provide new insight into the ecology, evolution, and the role of plastids in widespread apicomplexan symbionts of anthozoans","Vohsen SA, Anderson KE, Gade AM, Gruber-Vodicka HR, Dannenberg RP, Osman EO, Dubilier N, Fisher CR, Baums IB.","Microbiome. 2020 Mar 12;8(1):34. doi: 10.1186/s40168-020-00798-w.","Vohsen SA","Microbiome","2020","2020/03/14","PMC7068898","","10.1186/s40168-020-00798-w"
"31058171","Differential Effects of Bacitracin Methylene Disalicylate (BMD) on the Distal Colon and Cecal Microbiota of Young Broiler Chickens","Proctor A, Phillips GJ.","Front Vet Sci. 2019 Apr 17;6:114. doi: 10.3389/fvets.2019.00114. eCollection 2019.","Proctor A","Front Vet Sci","2019","2019/05/07","PMC6478705","","10.3389/fvets.2019.00114"
"30483222","Altered Gut Microbiota in Myasthenia Gravis","Qiu D, Xia Z, Jiao X, Deng J, Zhang L, Li J.","Front Microbiol. 2018 Nov 9;9:2627. doi: 10.3389/fmicb.2018.02627. eCollection 2018.","Qiu D","Front Microbiol","2018","2018/11/29","PMC6241162","","10.3389/fmicb.2018.02627"
"31848302","Gut Microbiota Dysbiosis Is Associated with Altered Bile Acid Metabolism in Infantile Cholestasis","Wang Y, Gao X, Zhang X, Xiao Y, Huang J, Yu D, Li X, Hu H, Ge T, Li D, Zhang T.","mSystems. 2019 Dec 17;4(6):e00463-19. doi: 10.1128/mSystems.00463-19.","Wang Y","mSystems","2019","2019/12/19","PMC6918028","","10.1128/mSystems.00463-19"
"30735608","Autotaxin, bile acid profile and effect of ileal bile acid transporter inhibition in primary biliary cholangitis patients with pruritus","Hegade VS, Pechlivanis A, McDonald JAK, Rees D, Corrigan M, Hirschfield GM, Taylor-Robinson SD, Holmes E, Marchesi JR, Kendrick S, Jones DE.","Liver Int. 2019 May;39(5):967-975. doi: 10.1111/liv.14069. Epub 2019 Feb 25.","Hegade VS","Liver Int","2019","2019/02/09","","","10.1111/liv.14069"
"32019803","Syntrophy via Interspecies H(2) Transfer between Christensenella and Methanobrevibacter Underlies Their Global Cooccurrence in the Human Gut","Ruaud A, Esquivel-Elizondo S, de la Cuesta-Zuluaga J, Waters JL, Angenent LT, Youngblut ND, Ley RE.","mBio. 2020 Feb 4;11(1):e03235-19. doi: 10.1128/mBio.03235-19.","Ruaud A","mBio","2020","2020/02/06","PMC7002349","","10.1128/mBio.03235-19"
"31213524","Porcine Feed Efficiency-Associated Intestinal Microbiota and Physiological Traits: Finding Consistent Cross-Locational Biomarkers for Residual Feed Intake","McCormack UM, Curião T, Metzler-Zebeli BU, Magowan E, Berry DP, Reyer H, Prieto ML, Buzoianu SG, Harrison M, Rebeiz N, Crispie F, Cotter PD, O'Sullivan O, Gardiner GE, Lawlor PG.","mSystems. 2019 Jun 18;4(4):e00324-18. doi: 10.1128/mSystems.00324-18.","McCormack UM","mSystems","2019","2019/06/20","PMC6581691","","10.1128/mSystems.00324-18"
"32183028","Home Assessment of Indoor Microbiome (HAIM) in Relation to Lower Respiratory Tract Infections among Under-Five Children in Ibadan, Nigeria: The Study Protocol","Fakunle AG, Olusola B, Jafta N, Faneye A, Heederik D, Smit LAM, Naidoo RN.","Int J Environ Res Public Health. 2020 Mar 13;17(6):1857. doi: 10.3390/ijerph17061857.","Fakunle AG","Int J Environ Res Public Health","2020","2020/03/19","PMC7143126","","10.3390/ijerph17061857"
"29587880","Hybridization capture reveals microbial diversity missed using current profiling methods","Gasc C, Peyret P.","Microbiome. 2018 Mar 27;6(1):61. doi: 10.1186/s40168-018-0442-3.","Gasc C","Microbiome","2018","2018/03/29","PMC5870382","","10.1186/s40168-018-0442-3"
"31124709","Triplicate PCR reactions for 16S rRNA gene amplicon sequencing are unnecessary","Marotz C, Sharma A, Humphrey G, Gottel N, Daum C, Gilbert JA, Eloe-Fadrosh E, Knight R.","Biotechniques. 2019 Jul;67(1):29-32. doi: 10.2144/btn-2018-0192. Epub 2019 May 24.","Marotz C","Biotechniques","2019","2019/05/25","PMC7030937","NIHMS1064766","10.2144/btn-2018-0192"
"31772833","Stability of the vaginal, oral, and gut microbiota across pregnancy among African American women: the effect of socioeconomic status and antibiotic exposure","Dunlop AL, Knight AK, Satten GA, Cutler AJ, Wright ML, Mitchell RM, Read TD, Mulle J, Hertzberg VS, Hill CC, Smith AK, Corwin EJ.","PeerJ. 2019 Nov 21;7:e8004. doi: 10.7717/peerj.8004. eCollection 2019.","Dunlop AL","PeerJ","2019","2019/11/28","PMC6875384","","10.7717/peerj.8004"
"32127920","Gut microbiome of native Arab Kuwaitis","Plummer E, Bulach D, Carter G, Albert MJ.","Gut Pathog. 2020 Feb 26;12:10. doi: 10.1186/s13099-020-00351-y. eCollection 2020.","Plummer E","Gut Pathog","2020","2020/03/05","PMC7043038","","10.1186/s13099-020-00351-y"
"31379798","Contrasting Winter Versus Summer Microbial Communities and Metabolic Functions in a Permafrost Thaw Lake","Vigneron A, Lovejoy C, Cruaud P, Kalenitchenko D, Culley A, Vincent WF.","Front Microbiol. 2019 Jul 16;10:1656. doi: 10.3389/fmicb.2019.01656. eCollection 2019.","Vigneron A","Front Microbiol","2019","2019/08/06","PMC6646835","","10.3389/fmicb.2019.01656"
