PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"17578431","Microbial diversity of intestinal contents and mucus in rainbow trout (Oncorhynchus mykiss)","Kim DH, Brunt J, Austin B.","J Appl Microbiol. 2007 Jun;102(6):1654-64. doi: 10.1111/j.1365-2672.2006.03185.x.","Kim DH","J Appl Microbiol","2007","2007/06/21","","","10.1111/j.1365-2672.2006.03185.x"
"22808282","Molecular detection of eukaryotes in a single human stool sample from Senegal","Hamad I, Sokhna C, Raoult D, Bittar F.","PLoS One. 2012;7(7):e40888. doi: 10.1371/journal.pone.0040888. Epub 2012 Jul 13.","Hamad I","PLoS One","2012","2012/07/19","PMC3396631","","10.1371/journal.pone.0040888"
"25362056","Intra- and interindividual variations mask interspecies variation in the microbiota of sympatric peromyscus populations","Baxter NT, Wan JJ, Schubert AM, Jenior ML, Myers P, Schloss PD.","Appl Environ Microbiol. 2015 Jan;81(1):396-404. doi: 10.1128/AEM.02303-14. Epub 2014 Oct 31.","Baxter NT","Appl Environ Microbiol","2015","2014/11/02","PMC4272734","","10.1128/AEM.02303-14"
"23985747","Host-specific adaptation governs the interaction of the marine diatom, Pseudo-nitzschia and their microbiota","Sison-Mangus MP, Jiang S, Tran KN, Kudela RM.","ISME J. 2014 Jan;8(1):63-76. doi: 10.1038/ismej.2013.138. Epub 2013 Aug 29.","Sison-Mangus MP","ISME J","2014","2013/08/30","PMC3869016","","10.1038/ismej.2013.138"
"31719654","Biodiversity of protists and nematodes in the wild nonhuman primate gut","Mann AE, Mazel F, Lemay MA, Morien E, Billy V, Kowalewski M, Di Fiore A, Link A, Goldberg TL, Tecot S, Baden AL, Gomez A, Sauther ML, Cuozzo FP, Rice GAO, Dominy NJ, Stumpf R, Lewis RJ, Swedell L, Amato K, Wegener Parfrey L.","ISME J. 2020 Feb;14(2):609-622. doi: 10.1038/s41396-019-0551-4. Epub 2019 Nov 12.","Mann AE","ISME J","2020","2019/11/14","PMC6976604","","10.1038/s41396-019-0551-4"
"32508790","Comparison of Bacterial and Fungal Composition and Their Chemical Interaction in Free Tropospheric Air and Snow Over an Entire Winter Season at Mount Sonnblick, Austria","Els N, Greilinger M, Reisecker M, Tignat-Perrier R, Baumann-Stanzer K, Kasper-Giebl A, Sattler B, Larose C.","Front Microbiol. 2020 May 20;11:980. doi: 10.3389/fmicb.2020.00980. eCollection 2020.","Els N","Front Microbiol","2020","2020/06/09","PMC7251065","","10.3389/fmicb.2020.00980"
"25348120","Pezizomycotina dominates the fungal communities of South China Sea sponges Theonella swinhoei and Xestospongia testudinaria","Jin L, Liu F, Sun W, Zhang F, Karuppiah V, Li Z.","FEMS Microbiol Ecol. 2014 Dec;90(3):935-45. doi: 10.1111/1574-6941.12446. Epub 2014 Nov 12.","Jin L","FEMS Microbiol Ecol","2014","2014/10/29","","","10.1111/1574-6941.12446"
"26565725","Inhibitory bacteria reduce fungi on early life stages of endangered Colorado boreal toads (Anaxyrus boreas)","Kueneman JG, Woodhams DC, Van Treuren W, Archer HM, Knight R, McKenzie VJ.","ISME J. 2016 Apr;10(4):934-44. doi: 10.1038/ismej.2015.168. Epub 2015 Nov 13.","Kueneman JG","ISME J","2016","2015/11/14","PMC4796932","","10.1038/ismej.2015.168"
"24710002","Microbial ecology of Thailand tsunami and non-tsunami affected terrestrials","Somboonna N, Wilantho A, Jankaew K, Assawamakin A, Sangsrakru D, Tangphatsornruang S, Tongsima S.","PLoS One. 2014 Apr 7;9(4):e94236. doi: 10.1371/journal.pone.0094236. eCollection 2014.","Somboonna N","PLoS One","2014","2014/04/09","PMC3978030","","10.1371/journal.pone.0094236"
"23875012","Tracking fungal community responses to maize plants by DNA- and RNA-based pyrosequencing","Kuramae EE, Verbruggen E, Hillekens R, de Hollander M, Röling WF, van der Heijden MG, Kowalchuk GA.","PLoS One. 2013 Jul 18;8(7):e69973. doi: 10.1371/journal.pone.0069973. Print 2013.","Kuramae EE","PLoS One","2013","2013/07/23","PMC3715498","","10.1371/journal.pone.0069973"
"28900257","Subtle shifts in microbial communities occur alongside the release of carbon induced by drought and rewetting in contrasting peatland ecosystems","Potter C, Freeman C, Golyshin PN, Ackermann G, Fenner N, McDonald JE, Ehbair A, Jones TG, Murphy LM, Creer S.","Sci Rep. 2017 Sep 12;7(1):11314. doi: 10.1038/s41598-017-11546-w.","Potter C","Sci Rep","2017","2017/09/14","PMC5595961","","10.1038/s41598-017-11546-w"
"28607435","Preferential suppression of Anopheles gambiae host sequences allows detection of the mosquito eukaryotic microbiome","Belda E, Coulibaly B, Fofana A, Beavogui AH, Traore SF, Gohl DM, Vernick KD, Riehle MM.","Sci Rep. 2017 Jun 12;7(1):3241. doi: 10.1038/s41598-017-03487-1.","Belda E","Sci Rep","2017","2017/06/14","PMC5468309","","10.1038/s41598-017-03487-1"
"24302709","Fungal diversity in adult date palm (Phoenix dactylifera L.) revealed by culture-dependent and culture-independent approaches","Ben Chobba I, Elleuch A, Ayadi I, Khannous L, Namsi A, Cerqueira F, Drira N, Gharsallah N, Vallaeys T.","J Zhejiang Univ Sci B. 2013 Dec;14(12):1084-99. doi: 10.1631/jzus.B1200300.","Ben Chobba I","J Zhejiang Univ Sci B","2013","2013/12/05","PMC3863367","","10.1631/jzus.B1200300"
"25887414","High-throughput sequencing for the detection of the bacterial and fungal diversity in Mongolian naturally fermented cow's milk in Russia","Liu W, Zheng Y, Kwok LY, Sun Z, Zhang J, Guo Z, Hou Q, Menhe B, Zhang H.","BMC Microbiol. 2015 Feb 22;15:45. doi: 10.1186/s12866-015-0385-9.","Liu W","BMC Microbiol","2015","2015/04/19","PMC4345014","","10.1186/s12866-015-0385-9"
"25382138","Community dynamics of prokaryotic and eukaryotic microbes in an estuary reservoir","Sun Z, Li G, Wang C, Jing Y, Zhu Y, Zhang S, Liu Y.","Sci Rep. 2014 Nov 10;4:6966. doi: 10.1038/srep06966.","Sun Z","Sci Rep","2014","2014/11/11","PMC4225533","","10.1038/srep06966"
"23977147","Fungi of the murine gut: episodic variation and proliferation during antibiotic treatment","Dollive S, Chen YY, Grunberg S, Bittinger K, Hoffmann C, Vandivier L, Cuff C, Lewis JD, Wu GD, Bushman FD.","PLoS One. 2013 Aug 19;8(8):e71806. doi: 10.1371/journal.pone.0071806. eCollection 2013.","Dollive S","PLoS One","2013","2013/08/27","PMC3747063","","10.1371/journal.pone.0071806"
"26905735","Ghost-tree: creating hybrid-gene phylogenetic trees for diversity analyses","Fouquier J, Rideout JR, Bolyen E, Chase J, Shiffer A, McDonald D, Knight R, Caporaso JG, Kelley ST.","Microbiome. 2016 Feb 24;4:11. doi: 10.1186/s40168-016-0153-6.","Fouquier J","Microbiome","2016","2016/02/25","PMC4765138","","10.1186/s40168-016-0153-6"
"16696684","Characterization of dominant microbiota of a Ghanaian fermented milk product, nyarmie, by culture- and nonculture-based methods","Obodai M, Dodd CE.","J Appl Microbiol. 2006 Jun;100(6):1355-63. doi: 10.1111/j.1365-2672.2006.02895.x.","Obodai M","J Appl Microbiol","2006","2006/05/16","","","10.1111/j.1365-2672.2006.02895.x"
"22389704","Repertoire of intensive care unit pneumonia microbiota","Bousbia S, Papazian L, Saux P, Forel JM, Auffray JP, Martin C, Raoult D, La Scola B.","PLoS One. 2012;7(2):e32486. doi: 10.1371/journal.pone.0032486. Epub 2012 Feb 28.","Bousbia S","PLoS One","2012","2012/03/06","PMC3289664","","10.1371/journal.pone.0032486"
"24755918","Systematic design of 18S rRNA gene primers for determining eukaryotic diversity in microbial consortia","Hugerth LW, Muller EE, Hu YO, Lebrun LA, Roume H, Lundin D, Wilmes P, Andersson AF.","PLoS One. 2014 Apr 22;9(4):e95567. doi: 10.1371/journal.pone.0095567. eCollection 2014.","Hugerth LW","PLoS One","2014","2014/04/24","PMC3995771","","10.1371/journal.pone.0095567"
"32326329","Arbuscular Mycorrhizal Fungal Assemblages Significantly Shifted upon Bacterial Inoculation in Non-Contaminated and Petroleum-Contaminated Environments","Dagher DJ, de la Providencia IE, Pitre FE, St-Arnaud M, Hijri M.","Microorganisms. 2020 Apr 21;8(4):602. doi: 10.3390/microorganisms8040602.","Dagher DJ","Microorganisms","2020","2020/04/25","PMC7232219","","10.3390/microorganisms8040602"
"25383707","Faecal microbiota of forage-fed horses in New Zealand and the population dynamics of microbial communities following dietary change","Fernandes KA, Kittelmann S, Rogers CW, Gee EK, Bolwell CF, Bermingham EN, Thomas DG.","PLoS One. 2014 Nov 10;9(11):e112846. doi: 10.1371/journal.pone.0112846. eCollection 2014.","Fernandes KA","PLoS One","2014","2014/11/11","PMC4226576","","10.1371/journal.pone.0112846"
"25231746","Pathogenic eukaryotes in gut microbiota of western lowland gorillas as revealed by molecular survey","Hamad I, Keita MB, Peeters M, Delaporte E, Raoult D, Bittar F.","Sci Rep. 2014 Sep 18;4:6417. doi: 10.1038/srep06417.","Hamad I","Sci Rep","2014","2014/09/19","PMC4166708","","10.1038/srep06417"
"22759449","A tool kit for quantifying eukaryotic rRNA gene sequences from human microbiome samples","Dollive S, Peterfreund GL, Sherrill-Mix S, Bittinger K, Sinha R, Hoffmann C, Nabel CS, Hill DA, Artis D, Bachman MA, Custers-Allen R, Grunberg S, Wu GD, Lewis JD, Bushman FD.","Genome Biol. 2012 Jul 3;13(7):R60. doi: 10.1186/gb-2012-13-7-r60.","Dollive S","Genome Biol","2012","2012/07/05","PMC4053730","","10.1186/gb-2012-13-7-r60"
"26209669","Roles of Thermophiles and Fungi in Bitumen Degradation in Mostly Cold Oil Sands Outcrops","Wong ML, An D, Caffrey SM, Soh J, Dong X, Sensen CW, Oldenburg TB, Larter SR, Voordouw G.","Appl Environ Microbiol. 2015 Oct;81(19):6825-38. doi: 10.1128/AEM.02221-15. Epub 2015 Jul 24.","Wong ML","Appl Environ Microbiol","2015","2015/07/26","PMC4561710","","10.1128/AEM.02221-15"
"23962380","Diversity of picoeukaryotes at an oligotrophic site off the Northeastern Red Sea Coast","Acosta F, Ngugi DK, Stingl U.","Aquat Biosyst. 2013 Aug 20;9(1):16. doi: 10.1186/2046-9063-9-16.","Acosta F","Aquat Biosyst","2013","2013/08/22","PMC3766091","","10.1186/2046-9063-9-16"
"32312331","Disentangling the mechanisms shaping the surface ocean microbiota","Logares R, Deutschmann IM, Junger PC, Giner CR, Krabberød AK, Schmidt TSB, Rubinat-Ripoll L, Mestre M, Salazar G, Ruiz-González C, Sebastián M, de Vargas C, Acinas SG, Duarte CM, Gasol JM, Massana R.","Microbiome. 2020 Apr 20;8(1):55. doi: 10.1186/s40168-020-00827-8.","Logares R","Microbiome","2020","2020/04/22","PMC7171866","","10.1186/s40168-020-00827-8"
"22247331","Intestinal microbiota determine severity of myocardial infarction in rats","Lam V, Su J, Koprowski S, Hsu A, Tweddell JS, Rafiee P, Gross GJ, Salzman NH, Baker JE.","FASEB J. 2012 Apr;26(4):1727-35. doi: 10.1096/fj.11-197921. Epub 2012 Jan 12.","Lam V","FASEB J","2012","2012/01/17","PMC3316900","","10.1096/fj.11-197921"
"31087598","Unraveling spatiotemporal variability of arbuscular mycorrhizal fungi in a temperate grassland plot","Goldmann K, Boeddinghaus RS, Klemmer S, Regan KM, Heintz-Buschart A, Fischer M, Prati D, Piepho HP, Berner D, Marhan S, Kandeler E, Buscot F, Wubet T.","Environ Microbiol. 2020 Mar;22(3):873-888. doi: 10.1111/1462-2920.14653. Epub 2019 Jun 27.","Goldmann K","Environ Microbiol","2020","2019/05/16","PMC7065148","","10.1111/1462-2920.14653"
"23408926","Simultaneous amplicon sequencing to explore co-occurrence patterns of bacterial, archaeal and eukaryotic microorganisms in rumen microbial communities","Kittelmann S, Seedorf H, Walters WA, Clemente JC, Knight R, Gordon JI, Janssen PH.","PLoS One. 2013;8(2):e47879. doi: 10.1371/journal.pone.0047879. Epub 2013 Feb 8.","Kittelmann S","PLoS One","2013","2013/02/15","PMC3568148","","10.1371/journal.pone.0047879"
"32244517","Investigating Algal Communities in Lacustrine and Hydro-Terrestrial Environments of East Antarctica Using Deep Amplicon Sequencing","Hirose Y, Shiozaki T, Otani M, Kudoh S, Imura S, Eki T, Harada N.","Microorganisms. 2020 Mar 31;8(4):497. doi: 10.3390/microorganisms8040497.","Hirose Y","Microorganisms","2020","2020/04/05","PMC7232531","","10.3390/microorganisms8040497"
"25777679","Characterization of the microbial diversity in yacon spontaneous fermentation at 20 °C","Reina LD, Pérez-Díaz IM, Breidt F, Azcarate-Peril MA, Medina E, Butz N.","Int J Food Microbiol. 2015 Jun 16;203:35-40. doi: 10.1016/j.ijfoodmicro.2015.03.007. Epub 2015 Mar 7.","Reina LD","Int J Food Microbiol","2015","2015/03/18","PMC4587664","NIHMS723741","10.1016/j.ijfoodmicro.2015.03.007"
"32355187","Development but not diet alters microbial communities in the Neotropical arboreal trap jaw ant Daceton armigerum: an exploratory study","Ramalho MO, Duplais C, Orivel J, Dejean A, Gibson JC, Suarez AV, Moreau CS.","Sci Rep. 2020 Apr 30;10(1):7350. doi: 10.1038/s41598-020-64393-7.","Ramalho MO","Sci Rep","2020","2020/05/02","PMC7192945","","10.1038/s41598-020-64393-7"
"22581327","Molecular typing of fecal eukaryotic microbiota of human infants and their respective mothers","Pandey PK, Siddharth J, Verma P, Bavdekar A, Patole MS, Shouche YS.","J Biosci. 2012 Jun;37(2):221-6. doi: 10.1007/s12038-012-9197-3.","Pandey PK","J Biosci","2012","2012/05/15","","","10.1007/s12038-012-9197-3"
"32226421","Comparative Analysis of Rhizosphere Microbiomes of Southern Highbush Blueberry (Vaccinium corymbosum L.), Darrow's Blueberry (V. darrowii Camp), and Rabbiteye Blueberry (V. virgatum Aiton)","Li J, Mavrodi OV, Hou J, Blackmon C, Babiker EM, Mavrodi DV.","Front Microbiol. 2020 Mar 12;11:370. doi: 10.3389/fmicb.2020.00370. eCollection 2020.","Li J","Front Microbiol","2020","2020/04/01","PMC7081068","","10.3389/fmicb.2020.00370"
"25672215","Community structure of gut fungi during different developmental stages of the Chinese white pine beetle (Dendroctonus armandi)","Hu X, Li M, Chen H.","Sci Rep. 2015 Feb 12;5:8411. doi: 10.1038/srep08411.","Hu X","Sci Rep","2015","2015/02/13","PMC4325321","","10.1038/srep08411"
"31998352","Shifts in the Active Rhizobiome Paralleling Low Meloidogyne chitwoodi Densities in Fields Under Prolonged Organic Soil Management","Harkes P, van Steenbrugge JJM, van den Elsen SJJ, Suleiman AKA, de Haan JJ, Holterman MHM, Helder J.","Front Plant Sci. 2020 Jan 10;10:1697. doi: 10.3389/fpls.2019.01697. eCollection 2019.","Harkes P","Front Plant Sci","2020","2020/01/31","PMC6965313","","10.3389/fpls.2019.01697"
"32231647","Metatranscriptomic Profiling Reveals the Effect of Breed on Active Rumen Eukaryotic Composition in Beef Cattle With Varied Feed Efficiency","Zhang Y, Li F, Chen Y, Wu H, Meng Q, Guan LL.","Front Microbiol. 2020 Mar 13;11:367. doi: 10.3389/fmicb.2020.00367. eCollection 2020.","Zhang Y","Front Microbiol","2020","2020/04/02","PMC7082318","","10.3389/fmicb.2020.00367"
"16891514","Molecular analysis of fungal microbiota in samples from healthy human skin and psoriatic lesions","Paulino LC, Tseng CH, Strober BE, Blaser MJ.","J Clin Microbiol. 2006 Aug;44(8):2933-41. doi: 10.1128/JCM.00785-06.","Paulino LC","J Clin Microbiol","2006","2006/08/08","PMC1594634","","10.1128/JCM.00785-06"
"30304916","Zinc Ions Affect Siderophore Production by Fungi Isolated from the Panax ginseng Rhizosphere","Abdallah Hussein K, Joo JH.","J Microbiol Biotechnol. 2019 Jan 28;29(1):105-113. doi: 10.4014/jmb.1712.12026.","Abdallah Hussein K","J Microbiol Biotechnol","2019","2018/10/12","","","10.4014/jmb.1712.12026"
"27005328","High Diversity Revealed in Leaf-Associated Protists (Rhizaria: Cercozoa) of Brassicaceae","Ploch S, Rose LE, Bass D, Bonkowski M.","J Eukaryot Microbiol. 2016 Sep;63(5):635-41. doi: 10.1111/jeu.12314. Epub 2016 Apr 14.","Ploch S","J Eukaryot Microbiol","2016","2016/03/24","PMC5031217","","10.1111/jeu.12314"
"20704651","Determination of microbial diversity in meju, fermented cooked soya beans, using nested PCR-denaturing gradient gel electrophoresis","Lee JH, Kim TW, Lee H, Chang HC, Kim HY.","Lett Appl Microbiol. 2010 Oct;51(4):388-94. doi: 10.1111/j.1472-765X.2010.02906.x. Epub 2010 Aug 5.","Lee JH","Lett Appl Microbiol","2010","2010/08/14","","","10.1111/j.1472-765X.2010.02906.x"
"27827400","Arbuscular mycorrhizal fungal community composition affected by original elevation rather than translocation along an altitudinal gradient on the Qinghai-Tibet Plateau","Yang W, Zheng Y, Gao C, Duan JC, Wang SP, Guo LD.","Sci Rep. 2016 Nov 9;6:36606. doi: 10.1038/srep36606.","Yang W","Sci Rep","2016","2016/11/10","PMC5101527","","10.1038/srep36606"
"25714355","Olive ridley sea turtle hatching success as a function of the microbial abundance in nest sand at Ostional, Costa Rica","Bézy VS, Valverde RA, Plante CJ.","PLoS One. 2015 Feb 25;10(2):e0118579. doi: 10.1371/journal.pone.0118579. eCollection 2015.","Bézy VS","PLoS One","2015","2015/02/26","PMC4340935","","10.1371/journal.pone.0118579"
"23341999","Mining of novel thermo-stable cellulolytic genes from a thermophilic cellulose-degrading consortium by metagenomics","Xia Y, Ju F, Fang HH, Zhang T.","PLoS One. 2013;8(1):e53779. doi: 10.1371/journal.pone.0053779. Epub 2013 Jan 14.","Xia Y","PLoS One","2013","2013/01/24","PMC3544849","","10.1371/journal.pone.0053779"
"25080337","An unclassified microorganism: novel pathogen candidate lurking in human airways","Fukuda K, Yatera K, Ogawa M, Kawanami T, Yamasaki K, Noguchi S, Murphy RS, Mukae H, Taniguchi H.","PLoS One. 2014 Jul 31;9(7):e103646. doi: 10.1371/journal.pone.0103646. eCollection 2014.","Fukuda K","PLoS One","2014","2014/08/01","PMC4117515","","10.1371/journal.pone.0103646"
"32351463","Variation in Snow Algae Blooms in the Coast Range of British Columbia","Engstrom CB, Yakimovich KM, Quarmby LM.","Front Microbiol. 2020 Apr 15;11:569. doi: 10.3389/fmicb.2020.00569. eCollection 2020.","Engstrom CB","Front Microbiol","2020","2020/05/01","PMC7174675","","10.3389/fmicb.2020.00569"
"32164774","Deep-sea corals provide new insight into the ecology, evolution, and the role of plastids in widespread apicomplexan symbionts of anthozoans","Vohsen SA, Anderson KE, Gade AM, Gruber-Vodicka HR, Dannenberg RP, Osman EO, Dubilier N, Fisher CR, Baums IB.","Microbiome. 2020 Mar 12;8(1):34. doi: 10.1186/s40168-020-00798-w.","Vohsen SA","Microbiome","2020","2020/03/14","PMC7068898","","10.1186/s40168-020-00798-w"
"24843117","Tropospheric winds from northeastern China carry the etiologic agent of Kawasaki disease from its source to Japan","Rodó X, Curcoll R, Robinson M, Ballester J, Burns JC, Cayan DR, Lipkin WI, Williams BL, Couto-Rodriguez M, Nakamura Y, Uehara R, Tanimoto H, Morguí JA.","Proc Natl Acad Sci U S A. 2014 Jun 3;111(22):7952-7. doi: 10.1073/pnas.1400380111. Epub 2014 May 19.","Rodó X","Proc Natl Acad Sci U S A","2014","2014/05/21","PMC4050536","","10.1073/pnas.1400380111"
"16907756","Eukaryotic diversity in historical soil samples","Moon-van der Staay SY, Tzeneva VA, van der Staay GW, de Vos WM, Smidt H, Hackstein JH.","FEMS Microbiol Ecol. 2006 Sep;57(3):420-8. doi: 10.1111/j.1574-6941.2006.00130.x.","Moon-van der Staay SY","FEMS Microbiol Ecol","2006","2006/08/16","","","10.1111/j.1574-6941.2006.00130.x"
"25081098","Archaeal abundance in post-mortem ruminal digesta may help predict methane emissions from beef cattle","Wallace RJ, Rooke JA, Duthie CA, Hyslop JJ, Ross DW, McKain N, de Souza SM, Snelling TJ, Waterhouse A, Roehe R.","Sci Rep. 2014 Jul 31;4:5892. doi: 10.1038/srep05892.","Wallace RJ","Sci Rep","2014","2014/08/02","PMC5376199","","10.1038/srep05892"
